,SNOW,PLTR,PTON,NET,COIN,DASH,DDOG,ABNB,RBLX,XPEV,TXG,LI,U,RPRX,BILL,DT,BEKE,XP,PPD,BBIO,NVST,OSH,LU,CHNG,LSPD,ZI,CPNG,VRM,ASAN,WISH,ADPT,AZEK,LMND,GFL,PGNY,DNB,BMBL,CVAC,ACI,NCNO,KC,RKT,API,XM,SQSP,GDRX,OZON,OTLY,AGL,PLTK,PATH,SHC,AFRM,APP,REYN,WOOF,DADA,UPST,TSP,OCFT,MNSO,AI,RLX,TUYA,HAYW,PCOR,CD,YSG,EDR,CRCT,ABCL,DV,Cash/Other,DIDI,HOOD,n/a,MRNA,UBER,ZM,CRWD,PINS,BNTX,AVTR,LYFT,FTCH,GH,ESTC,PLAN,STNE,TW,YETI,BYND,FVRR,CHWY,BEAM,MRVI,TME,FOUR,S,LEVI,GLBE,RYAN,DLO,BZ,CFLT,MCFE,MNDY,YMM,MQ,CNM,LZ,PYCR,BHG,COMP,LSPD.TO,GFL.TO,RIVN,BSY,HTZ,SPT,DOCN,GFS,AMPL,DOCS,OLPX,ONON,INFA,ZIM,TWKS,LEGN,FRSH,GTLB,BRZE,NU,ALGM,HCP,SUM
08/11/2021,11.14,6.47,5.43,5.45,5.42,4.59,5.46,4.35,2.83,3.89,2.61,2.53,2.87,2.19,2.78,2.17,0.78,1.7,1.35,1.06,1.21,1.21,0.72,0.96,1.11,1.15,0.86,0.79,1.01,0.69,0.7,0.75,0.56,0.75,0.55,0.54,0.51,0.58,0.7,0.55,0.47,0.43,0.32,0.49,0.36,0.38,0.36,0.29,0.33,0.35,0.32,0.3,0.3,0.27,0.28,0.27,0.24,0.3,0.15,0.12,0.2,0.16,0.11,0.16,0.16,0.17,0.09,0.08,0.1,0.1,0.07,0.06,0.0,0.54,0.56,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/12/2021,11.02,6.66,5.51,5.55,5.78,4.54,5.27,4.25,3.05,3.92,2.58,2.51,2.9,2.14,2.72,2.14,0.89,1.72,1.32,1.02,1.16,1.17,0.74,0.94,1.04,1.07,0.85,0.8,0.98,0.72,0.68,0.73,0.58,0.73,0.54,0.52,0.5,0.59,0.69,0.54,0.49,0.43,0.32,0.47,0.36,0.37,0.36,0.29,0.32,0.33,0.32,0.29,0.29,0.26,0.27,0.26,0.24,0.3,0.15,0.12,0.19,0.17,0.11,0.16,0.15,0.17,0.09,0.08,0.1,0.09,0.07,0.06,0.0,0.54,0.57,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/13/2021,10.94,6.74,5.44,5.71,5.62,4.77,5.14,4.26,3.07,3.96,2.49,2.52,2.85,2.14,2.71,2.14,0.88,1.72,1.34,1.01,1.16,1.03,0.8,0.95,0.75,1.05,0.8,0.8,0.96,0.71,0.68,0.74,0.57,0.75,0.52,0.54,0.49,0.63,0.82,0.53,0.5,0.43,0.32,0.49,0.33,0.37,0.35,0.29,0.31,0.34,0.32,0.31,0.29,0.26,0.29,0.27,0.25,0.3,0.15,0.11,0.2,0.17,0.11,0.16,0.15,0.16,0.09,0.08,0.1,0.09,0.07,0.06,0.0,0.53,0.54,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/16/2021,11.31,7.26,5.34,5.51,5.3,4.68,5.3,4.32,2.96,3.81,2.42,2.47,3.35,2.18,2.75,2.09,0.82,1.67,1.33,0.98,1.16,0.95,0.8,0.95,1.07,1.09,0.74,0.63,1.04,0.65,0.64,0.8,0.52,0.75,0.53,0.55,0.53,0.57,0.83,0.51,0.47,0.42,0.32,0.48,0.33,0.42,0.36,0.26,0.31,0.34,0.31,0.32,0.3,0.26,0.29,0.27,0.25,0.39,0.14,0.11,0.18,0.17,0.12,0.14,0.15,0.16,0.09,0.08,0.09,0.1,0.07,0.06,0.0,0.5,0.48,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.07
08/18/2021,11.48,7.24,5.24,5.47,5.38,4.83,5.49,4.35,2.99,3.72,2.4,2.34,3.39,2.25,2.79,2.09,0.74,1.65,1.32,0.96,1.15,0.95,0.77,0.95,1.06,1.09,0.73,0.62,1.0,0.52,0.62,0.81,0.5,0.75,0.52,0.55,0.51,0.56,0.83,0.52,0.46,0.47,0.31,0.48,0.32,0.44,0.35,0.26,0.31,0.33,0.31,0.32,0.29,0.25,0.29,0.26,0.24,0.45,0.13,0.1,0.17,0.16,0.12,0.14,0.15,0.16,0.09,0.07,0.09,0.08,0.08,0.06,0.0,0.47,0.51,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/19/2021,11.39,7.3,5.33,5.55,5.42,4.77,5.55,4.34,2.91,3.56,2.46,2.32,3.3,2.28,2.76,2.1,0.45,1.65,1.35,0.97,1.2,0.9,0.81,0.97,1.09,1.05,0.74,0.61,1.0,0.48,0.62,0.83,0.5,0.76,0.53,0.55,0.52,0.6,0.84,0.54,0.44,0.45,0.31,0.49,0.32,0.4,0.36,0.25,0.32,0.34,0.3,0.32,0.29,0.26,0.29,0.28,0.22,0.45,0.14,0.1,0.17,0.16,0.11,0.13,0.16,0.16,0.09,0.07,0.09,0.08,0.08,0.06,0.0,0.47,0.48,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/20/2021,11.29,7.19,5.52,5.56,5.33,4.75,5.56,4.22,2.9,3.62,2.51,2.36,3.28,2.35,2.73,2.1,0.48,1.62,1.36,0.98,1.22,0.9,0.87,0.97,1.05,1.08,0.75,0.58,1.03,0.49,0.61,0.82,0.48,0.75,0.5,0.54,0.49,0.65,0.85,0.53,0.45,0.45,0.31,0.48,0.32,0.42,0.36,0.25,0.32,0.34,0.3,0.31,0.29,0.29,0.3,0.27,0.22,0.45,0.14,0.1,0.17,0.16,0.11,0.13,0.15,0.16,0.08,0.07,0.1,0.08,0.08,0.06,0.0,0.5,0.48,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
08/23/2021,11.48,7.33,5.31,5.54,5.33,4.71,5.6,4.24,3.03,3.63,2.41,2.35,3.2,2.36,2.88,2.13,0.44,1.64,1.38,0.94,1.21,0.87,0.89,0.98,1.05,1.1,0.72,0.56,1.03,0.44,0.61,0.84,0.48,0.73,0.53,0.54,0.53,0.63,0.83,0.53,0.42,0.44,0.3,0.5,0.32,0.41,0.35,0.25,0.32,0.35,0.31,0.3,0.29,0.31,0.3,0.28,0.21,0.44,0.16,0.09,0.17,0.15,0.11,0.09,0.15,0.15,0.08,0.07,0.1,0.08,0.07,0.06,0.0,0.43,0.47,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
08/24/2021,11.48,7.33,5.31,5.54,5.33,4.71,5.6,4.24,3.03,3.63,2.41,2.35,3.2,2.36,2.88,2.13,0.44,1.64,1.38,0.94,1.21,0.87,0.89,0.98,1.05,1.1,0.72,0.56,1.03,0.44,0.61,0.84,0.48,0.73,0.53,0.54,0.53,0.63,0.83,0.53,0.42,0.44,0.3,0.5,0.32,0.41,0.35,0.25,0.32,0.35,0.31,0.3,0.29,0.31,0.3,0.28,0.21,0.44,0.16,0.09,0.17,0.15,0.11,0.09,0.15,0.15,0.08,0.07,0.1,0.08,0.07,0.06,0.0,0.43,0.47,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
08/25/2021,10.89,7.24,5.3,5.6,5.5,4.73,5.52,4.24,3.06,3.71,2.42,2.42,3.35,2.35,2.91,2.13,0.41,1.63,1.37,0.97,1.22,0.89,0.87,0.98,1.08,1.11,0.7,0.53,1.01,0.47,0.62,0.86,0.49,0.74,0.54,0.54,0.52,0.66,0.83,0.52,0.44,0.44,0.31,0.51,0.33,0.41,0.34,0.25,0.33,0.36,0.31,0.31,0.3,0.33,0.29,0.3,0.23,0.45,0.15,0.09,0.16,0.16,0.1,0.09,0.15,0.15,0.08,0.07,0.1,0.08,0.07,0.06,0.0,0.44,0.44,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
08/26/2021,11.08,7.34,5.12,5.68,5.36,4.62,5.47,4.25,3.09,3.74,2.49,2.43,3.36,2.29,2.97,2.16,0.42,1.61,1.34,0.96,1.2,0.9,0.84,0.97,1.1,1.11,0.67,0.53,1.03,0.47,0.64,0.83,0.51,0.73,0.55,0.53,0.54,0.69,0.81,0.52,0.44,0.43,0.31,0.5,0.33,0.41,0.34,0.25,0.33,0.36,0.3,0.32,0.3,0.33,0.29,0.28,0.23,0.45,0.17,0.09,0.16,0.16,0.09,0.09,0.14,0.15,0.08,0.07,0.09,0.08,0.08,0.06,0.0,0.45,0.46,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
08/27/2021,10.98,7.23,5.32,5.53,5.29,4.6,5.44,4.55,3.15,3.72,2.51,2.47,3.26,2.25,2.89,2.14,0.47,1.63,1.31,0.94,1.2,0.87,0.89,0.95,1.09,1.06,0.68,0.54,0.99,0.48,0.65,0.82,0.51,0.72,0.56,0.52,0.55,0.68,0.78,0.51,0.47,0.43,0.33,0.49,0.34,0.42,0.35,0.26,0.32,0.35,0.3,0.32,0.3,0.33,0.28,0.29,0.26,0.48,0.2,0.1,0.17,0.16,0.1,0.09,0.15,0.15,0.08,0.07,0.09,0.08,0.07,0.05,0.0,0.49,0.49,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
08/30/2021,11.06,7.0,5.43,5.48,5.23,4.62,5.44,4.52,3.19,3.74,2.47,2.48,3.25,2.25,2.91,2.19,0.46,1.65,1.31,0.95,1.2,0.86,0.88,0.94,1.11,1.08,0.66,0.54,1.0,0.47,0.66,0.82,0.5,0.72,0.57,0.52,0.55,0.7,0.78,0.51,0.49,0.43,0.32,0.48,0.34,0.42,0.35,0.26,0.32,0.34,0.32,0.33,0.32,0.34,0.27,0.29,0.26,0.47,0.19,0.09,0.17,0.16,0.1,0.08,0.15,0.15,0.09,0.07,0.09,0.08,0.08,0.05,0.0,0.46,0.48,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/31/2021,11.96,7.19,5.36,5.41,5.09,4.71,5.29,4.32,3.04,3.74,2.38,2.41,3.14,2.25,2.92,2.18,0.49,1.64,1.32,0.94,1.18,0.86,0.86,0.95,1.1,1.07,0.67,0.53,0.98,0.45,0.65,0.82,0.49,0.72,0.58,0.52,0.54,0.68,0.77,0.5,0.5,0.43,0.33,0.49,0.32,0.41,0.35,0.27,0.32,0.35,0.31,0.32,0.31,0.33,0.27,0.28,0.26,0.47,0.21,0.09,0.17,0.16,0.12,0.08,0.14,0.15,0.08,0.06,0.09,0.08,0.08,0.05,0.0,0.48,0.47,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/01/2021,11.5,7.33,4.84,5.45,5.24,4.57,5.36,4.31,2.99,3.66,2.41,2.35,3.19,2.24,3.74,2.16,0.48,1.66,1.3,0.95,1.2,0.85,0.85,0.94,1.14,1.08,0.64,0.55,1.0,0.47,0.67,0.82,0.51,0.72,0.61,0.52,0.56,0.67,0.77,0.51,0.47,0.42,0.32,0.47,0.32,0.43,0.35,0.27,0.32,0.35,0.31,0.31,0.29,0.33,0.27,0.28,0.25,0.48,0.21,0.09,0.16,0.16,0.13,0.08,0.14,0.16,0.08,0.06,0.09,0.08,0.08,0.06,0.0,0.46,0.46,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/02/2021,11.45,7.31,4.68,5.42,5.28,4.66,5.41,4.34,2.85,3.68,2.54,2.31,3.25,2.22,3.7,2.19,0.44,1.66,1.3,0.91,1.2,0.83,0.86,0.94,1.18,1.09,0.64,0.55,1.0,0.48,0.68,0.82,0.5,0.72,0.6,0.51,0.56,0.66,0.79,0.51,0.49,0.41,0.33,0.49,0.32,0.42,0.35,0.28,0.33,0.35,0.31,0.32,0.43,0.32,0.27,0.28,0.25,0.46,0.19,0.09,0.16,0.16,0.12,0.08,0.14,0.16,0.08,0.06,0.1,0.08,0.07,0.06,0.0,0.45,0.43,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/03/2021,11.65,7.44,4.6,5.28,5.19,4.61,5.43,4.29,2.84,3.82,2.56,2.45,3.24,2.19,3.58,2.2,0.43,1.65,1.29,0.93,1.2,0.84,0.83,0.94,1.21,1.11,0.63,0.54,0.96,0.48,0.69,0.81,0.5,0.72,0.61,0.51,0.55,0.61,0.82,0.51,0.52,0.41,0.36,0.48,0.31,0.43,0.34,0.27,0.31,0.35,0.3,0.31,0.41,0.31,0.27,0.28,0.26,0.49,0.18,0.1,0.16,0.16,0.12,0.08,0.14,0.15,0.09,0.06,0.1,0.07,0.07,0.06,0.0,0.45,0.43,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/06/2021,11.47,7.31,4.53,5.49,5.24,4.51,5.28,4.25,2.86,3.58,2.61,2.42,3.33,2.17,3.66,2.16,0.48,1.69,1.27,0.93,1.2,0.87,0.85,0.92,1.26,1.09,0.61,0.52,1.11,0.47,0.72,0.8,0.51,0.71,0.6,0.51,0.56,0.65,0.87,0.58,0.53,0.4,0.34,0.48,0.32,0.44,0.33,0.25,0.32,0.35,0.29,0.31,0.41,0.33,0.26,0.28,0.27,0.5,0.19,0.1,0.17,0.15,0.13,0.1,0.14,0.16,0.09,0.06,0.1,0.08,0.07,0.06,0.0,0.47,0.42,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
09/08/2021,11.47,7.31,4.53,5.49,5.24,4.51,5.28,4.25,2.86,3.58,2.61,2.42,3.33,2.17,3.66,2.16,0.48,1.69,1.27,0.93,1.2,0.87,0.85,0.92,1.26,1.09,0.61,0.52,1.11,0.47,0.72,0.8,0.51,0.71,0.6,0.51,0.56,0.65,0.87,0.58,0.53,0.4,0.34,0.48,0.32,0.44,0.33,0.25,0.32,0.35,0.29,0.31,0.41,0.33,0.26,0.28,0.27,0.5,0.19,0.1,0.17,0.15,0.13,0.1,0.14,0.16,0.09,0.06,0.1,0.08,0.07,0.06,0.0,0.47,0.42,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
09/09/2021,11.54,7.32,4.4,5.54,5.42,4.53,5.29,4.25,2.79,3.48,2.62,2.34,3.32,2.16,3.77,2.2,0.44,1.64,1.26,0.93,1.18,0.87,0.82,0.92,1.26,1.09,0.61,0.52,1.17,0.47,0.73,0.78,0.5,0.72,0.61,0.5,0.58,0.63,0.88,0.59,0.53,0.39,0.34,0.5,0.32,0.46,0.33,0.24,0.31,0.35,0.29,0.32,0.39,0.33,0.26,0.27,0.28,0.51,0.18,0.1,0.16,0.16,0.14,0.09,0.14,0.16,0.09,0.06,0.1,0.08,0.08,0.06,0.0,0.48,0.41,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/10/2021,11.55,7.29,4.28,5.54,5.16,4.59,5.23,4.41,2.85,3.63,2.68,2.37,3.37,2.13,3.71,2.19,0.5,1.66,1.26,0.93,1.16,0.9,0.79,0.91,1.25,1.09,0.66,0.52,1.17,0.47,0.73,0.74,0.49,0.7,0.62,0.49,0.56,0.61,0.87,0.59,0.54,0.39,0.34,0.49,0.31,0.46,0.33,0.24,0.3,0.36,0.29,0.32,0.38,0.31,0.26,0.27,0.28,0.54,0.18,0.1,0.16,0.16,0.16,0.1,0.14,0.16,0.09,0.06,0.1,0.08,0.08,0.06,0.0,0.52,0.4,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/13/2021,11.85,7.14,4.76,5.41,4.96,4.84,5.37,4.44,2.9,3.43,2.59,2.35,3.32,2.09,3.7,2.18,0.47,1.6,1.26,0.91,1.17,0.91,0.78,0.9,1.3,1.05,0.62,0.52,1.2,0.45,0.7,0.74,0.49,0.73,0.61,0.49,0.54,0.61,0.84,0.59,0.53,0.38,0.34,0.49,0.31,0.47,0.31,0.23,0.27,0.34,0.25,0.31,0.38,0.3,0.26,0.28,0.28,0.6,0.17,0.09,0.16,0.16,0.16,0.09,0.14,0.15,0.09,0.06,0.1,0.08,0.08,0.06,0.0,0.48,0.39,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/14/2021,11.85,7.14,4.76,5.41,4.96,4.84,5.37,4.44,2.9,3.43,2.59,2.35,3.32,2.09,3.7,2.18,0.47,1.6,1.26,0.91,1.17,0.91,0.78,0.9,1.3,1.05,0.62,0.52,1.2,0.45,0.7,0.74,0.49,0.73,0.61,0.49,0.54,0.61,0.84,0.59,0.53,0.38,0.34,0.49,0.31,0.47,0.31,0.23,0.27,0.34,0.25,0.31,0.38,0.3,0.26,0.28,0.28,0.6,0.17,0.09,0.16,0.16,0.16,0.09,0.14,0.15,0.09,0.06,0.1,0.08,0.08,0.06,0.0,0.48,0.39,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/15/2021,11.83,7.2,5.1,5.4,4.82,4.91,5.24,4.43,2.96,3.36,2.6,2.32,3.35,2.11,3.56,2.17,0.44,1.56,1.26,0.91,1.17,0.92,0.75,0.91,1.3,1.04,0.61,0.51,1.21,0.44,0.7,0.74,0.48,0.74,0.62,0.48,0.57,0.6,0.79,0.59,0.53,0.38,0.32,0.49,0.32,0.47,0.32,0.25,0.27,0.36,0.26,0.3,0.51,0.33,0.26,0.27,0.28,0.56,0.17,0.09,0.16,0.16,0.13,0.09,0.14,0.15,0.08,0.06,0.1,0.09,0.08,0.06,0.0,0.46,0.39,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
