,XTSLA,WK,NAVI,RVI,PIPR,CROX,ASO,HSII,KFRC,APR,SIG,SNBR,SCU,APPS,ACRE,EBC,BJ,AAN,PJT,JYNT,HALO,EME,PDM,CRNC,CNS,ANF,MED,ARNC,VRNS,RCII,EXPI,CRSR,EXPO,FHI,SPT,LSCC,PRDO,DNLI,TENB,APAM,MEG,GPI,HLI,WSBF,RMBS,RVP,NX,OVV,DLX,SONO,DX,UFPI,ATEN,MYE,ODP,BRC,THC,BLMN,BL,BCC,INFU,MSTR,VGR,SITC,ATKR,CIT,STEP,LXP,HNGR,CRAI,OGS,BSIG,TNET,MC,BKE,NSP,HELE,PRGS,CMO,AEL,ARWR,NARI,PNM,CVLT,SNR,BOX,BIG,SCVL,SAIA,TTGT,EDIT,FTHM,CATY,IMKTA,SPSC,CVET,ABG,KTB,MGNI,WING,MEDP,ZUMZ,USNA,BLKB,WERN,LUNA,UFS,EBF,JBSS,AMC,SYNA,NSIT,WD,CSWI,BKU,JOUT,SVC,ENVA,RPAI,WTS,CXP,VSTO,CALX,SSD,CNMD,RILY,PTEN,GES,HRI,MTSI,DNOW,INSP,VIAV,ROCK,MAX,FATE,TTEK,IVR,JACK,IDT,KFY,MGRC,BPMC,RCKY,SPXC,EAT,CPF,DRNA,CTO,NFBK,DBRG,STAA,TGTX,AGYS,ALRM,HIBB,GSHD,GCO,SHYF,AR,SCHN,XNCR,RPD,CTRN,CORT,MUSA,SANM,SRDX,HVT,CCXI,DDS,TIG,CMC,AMSF,DHIL,OSIS,AVID,MFA,IMXI,SEM,CNX,KOP,IRWD,GIC,OPY,OMI,BOOT,TRTN,CMPR,TGNA,STMP,PFGC,CWK,AXSM,NNI,GRPN,PZZA,AFIN,DOMO,GATX,QLYS,PRTS,GTS,ACA,GAN,CVA,OPI,OFG,OMER,EVRI,ASB,CHK,UAVS,BDN,NUS,NBTB,CDEV,SYBT,SFM,CBT,NTLA,RVLV,AIV,TTEC,NAPA,CHCO,VEI,JOAN,WAFD,FSS,SATS,HAE,GLDD,WASH,FIX,THFF,PBH,TMCI,TDS,JW.A,GTBP,PGRE,RPT,TWOU,MTRN,GBOX,THRY,COWN,OMCL,OOMA,AWR,FCF,NBHC,NWBI,HMN,PDCO,CRMT,OCDX,CYTK,BTX,LHCG,FORM,EBS,BANF,PRPL,COLL,XPER,PFC,UPWK,PRFT,POWI,PACB,USD,ORMP,HYRE,VRTV,KLIC,AVIR,LAZY,CSOD,ORGO,BXC,ISBC,PSB,WDFC,TVTX,POWW,BCOV,FLGT,SUM
08/06/2021,2.2,0.94,0.86,0.0,0.58,0.56,0.4,0.45,0.58,0.44,0.0,0.39,0.52,0.38,0.51,0.4,0.43,0.38,0.38,0.35,0.35,0.5,0.41,0.3,0.31,0.25,0.36,0.32,0.31,0.47,0.25,0.26,0.58,0.29,0.29,0.33,0.33,0.25,0.37,0.29,0.3,0.34,0.25,0.0,0.28,0.24,0.42,0.25,0.29,0.28,0.3,0.27,0.28,0.0,0.25,0.4,0.28,0.24,0.28,0.26,0.0,0.24,0.27,0.36,0.4,0.38,0.35,0.33,0.28,0.21,0.24,0.23,0.33,0.0,0.22,0.32,0.23,0.28,0.26,0.3,0.26,0.3,0.25,0.25,0.2,0.23,0.19,0.23,0.32,0.23,0.0,0.0,0.36,0.28,0.28,0.23,0.26,0.25,0.18,0.25,0.26,0.18,0.25,0.22,0.31,0.0,0.19,0.0,0.0,0.36,0.21,0.26,0.22,0.27,0.29,0.26,0.2,0.2,0.27,0.18,0.23,0.27,0.2,0.29,0.28,0.18,0.0,0.18,0.19,0.19,0.24,0.22,0.24,0.24,0.0,0.19,0.29,0.21,0.19,0.18,0.22,0.33,0.25,0.25,0.23,0.0,0.21,0.2,0.0,0.0,0.0,0.18,0.0,0.0,0.18,0.0,0.0,0.0,0.23,0.18,0.22,0.21,0.19,0.0,0.17,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.25,0.0,0.25,0.0,0.18,0.19,0.18,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.25,0.0,0.2,0.0,0.0,0.0,0.0,0.18,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.56,0.38,0.31,0.33,0.34,0.33,0.24,0.26,0.25,0.26,0.27,0.29,0.24,0.25,0.29,0.24,0.23,0.23,0.23,0.21,0.23,0.2,0.21,0.2,0.19,0.19,0.2,0.21,0.0,0.2,0.0,0.0,0.17,0.18,0.18,0.17,0.18,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.2,0.19,0.17,0.18,0.0,0.0,0.17,0.17,0.18,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.98
08/09/2021,2.88,0.98,0.86,0.0,0.6,0.58,0.38,0.44,0.56,0.46,0.0,0.39,0.51,0.39,0.51,0.4,0.42,0.36,0.39,0.36,0.34,0.5,0.41,0.32,0.31,0.23,0.33,0.31,0.31,0.45,0.36,0.27,0.61,0.28,0.34,0.34,0.33,0.26,0.35,0.3,0.29,0.33,0.26,0.0,0.28,0.24,0.41,0.24,0.28,0.28,0.3,0.27,0.29,0.0,0.23,0.39,0.27,0.24,0.28,0.26,0.0,0.27,0.29,0.35,0.41,0.4,0.36,0.33,0.26,0.22,0.23,0.24,0.33,0.0,0.22,0.32,0.23,0.28,0.25,0.29,0.26,0.32,0.24,0.25,0.2,0.23,0.18,0.23,0.32,0.26,0.19,0.0,0.37,0.29,0.29,0.23,0.25,0.25,0.19,0.25,0.26,0.17,0.24,0.22,0.31,0.0,0.19,0.0,0.0,0.36,0.21,0.26,0.22,0.28,0.29,0.26,0.2,0.21,0.28,0.18,0.22,0.26,0.19,0.28,0.27,0.18,0.0,0.18,0.18,0.2,0.19,0.25,0.23,0.24,0.0,0.22,0.3,0.19,0.18,0.18,0.22,0.3,0.26,0.21,0.22,0.0,0.21,0.21,0.0,0.0,0.0,0.21,0.0,0.0,0.18,0.0,0.0,0.0,0.23,0.0,0.21,0.21,0.19,0.0,0.17,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.24,0.0,0.25,0.0,0.18,0.19,0.17,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.25,0.0,0.21,0.0,0.0,0.0,0.17,0.18,0.17,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.56,0.38,0.32,0.32,0.34,0.17,0.22,0.26,0.25,0.25,0.32,0.24,0.24,0.26,0.29,0.0,0.23,0.22,0.23,0.21,0.24,0.19,0.21,0.2,0.19,0.19,0.21,0.2,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.17,0.17,0.0,0.18,0.0,0.0,0.0,0.0,0.17,0.18,0.17,0.21,0.0,0.0,0.18,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.18,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.5
08/10/2021,2.86,0.96,0.89,0.0,0.61,0.57,0.38,0.43,0.55,0.49,0.0,0.39,0.52,0.39,0.51,0.41,0.42,0.36,0.4,0.42,0.34,0.5,0.41,0.29,0.32,0.23,0.33,0.31,0.3,0.46,0.35,0.26,0.61,0.29,0.34,0.35,0.32,0.25,0.35,0.3,0.29,0.33,0.26,0.0,0.28,0.24,0.41,0.24,0.27,0.28,0.3,0.27,0.29,0.0,0.23,0.38,0.26,0.24,0.28,0.27,0.0,0.29,0.29,0.36,0.41,0.41,0.37,0.33,0.25,0.23,0.23,0.24,0.34,0.0,0.22,0.32,0.23,0.28,0.25,0.3,0.25,0.32,0.24,0.25,0.19,0.23,0.18,0.23,0.33,0.25,0.19,0.0,0.38,0.29,0.29,0.21,0.25,0.25,0.2,0.25,0.26,0.17,0.24,0.22,0.31,0.0,0.19,0.0,0.0,0.35,0.24,0.25,0.22,0.29,0.3,0.26,0.21,0.21,0.28,0.19,0.22,0.26,0.19,0.28,0.27,0.18,0.0,0.18,0.19,0.19,0.19,0.25,0.23,0.24,0.0,0.22,0.29,0.19,0.18,0.19,0.22,0.3,0.27,0.22,0.22,0.0,0.22,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.18,0.0,0.0,0.0,0.23,0.18,0.21,0.2,0.19,0.0,0.17,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.25,0.0,0.25,0.0,0.18,0.2,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.25,0.0,0.2,0.0,0.18,0.0,0.17,0.18,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.57,0.38,0.32,0.33,0.34,0.17,0.23,0.27,0.24,0.25,0.32,0.25,0.24,0.25,0.28,0.0,0.23,0.22,0.23,0.21,0.24,0.19,0.21,0.2,0.19,0.19,0.22,0.19,0.0,0.19,0.0,0.0,0.17,0.17,0.18,0.18,0.19,0.17,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.17,0.18,0.0,0.22,0.17,0.0,0.18,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.18,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.68
08/11/2021,2.86,0.96,0.89,0.0,0.61,0.57,0.38,0.43,0.55,0.49,0.0,0.39,0.52,0.39,0.51,0.41,0.42,0.36,0.4,0.42,0.34,0.5,0.41,0.29,0.32,0.23,0.33,0.31,0.3,0.46,0.35,0.26,0.61,0.29,0.34,0.35,0.32,0.25,0.35,0.3,0.29,0.33,0.26,0.0,0.28,0.24,0.41,0.24,0.27,0.28,0.3,0.27,0.29,0.0,0.23,0.38,0.26,0.24,0.28,0.27,0.0,0.29,0.29,0.36,0.41,0.41,0.37,0.33,0.25,0.23,0.23,0.24,0.34,0.0,0.22,0.32,0.23,0.28,0.25,0.3,0.25,0.32,0.24,0.25,0.19,0.23,0.18,0.23,0.33,0.25,0.19,0.0,0.38,0.29,0.29,0.21,0.25,0.25,0.2,0.25,0.26,0.17,0.24,0.22,0.31,0.0,0.19,0.0,0.0,0.35,0.24,0.25,0.22,0.29,0.3,0.26,0.21,0.21,0.28,0.19,0.22,0.26,0.19,0.28,0.27,0.18,0.0,0.18,0.19,0.19,0.19,0.25,0.23,0.24,0.0,0.22,0.29,0.19,0.18,0.19,0.22,0.3,0.27,0.22,0.22,0.0,0.22,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.18,0.0,0.0,0.0,0.23,0.18,0.21,0.2,0.19,0.0,0.17,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.25,0.0,0.25,0.0,0.18,0.2,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.25,0.0,0.2,0.0,0.18,0.0,0.17,0.18,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.57,0.38,0.32,0.33,0.34,0.17,0.23,0.27,0.24,0.25,0.32,0.25,0.24,0.25,0.28,0.0,0.23,0.22,0.23,0.21,0.24,0.19,0.21,0.2,0.19,0.19,0.22,0.19,0.0,0.19,0.0,0.0,0.17,0.17,0.18,0.18,0.19,0.17,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.17,0.18,0.0,0.22,0.17,0.0,0.18,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.18,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.68
08/13/2021,2.86,0.96,0.89,0.0,0.62,0.57,0.39,0.44,0.55,0.46,0.0,0.39,0.0,0.35,0.52,0.42,0.43,0.36,0.39,0.41,0.35,0.5,0.4,0.33,0.0,0.25,0.3,0.33,0.3,0.47,0.36,0.26,0.6,0.29,0.34,0.34,0.31,0.26,0.34,0.0,0.3,0.34,0.27,0.0,0.28,0.23,0.41,0.24,0.27,0.29,0.3,0.27,0.28,0.0,0.23,0.38,0.25,0.24,0.27,0.27,0.0,0.29,0.29,0.35,0.43,0.41,0.37,0.33,0.23,0.23,0.0,0.24,0.34,0.0,0.23,0.32,0.24,0.27,0.25,0.3,0.24,0.3,0.24,0.24,0.19,0.23,0.19,0.25,0.33,0.25,0.21,0.0,0.37,0.3,0.28,0.21,0.25,0.25,0.2,0.0,0.25,0.17,0.24,0.22,0.3,0.0,0.19,0.0,0.0,0.34,0.24,0.25,0.22,0.3,0.3,0.27,0.2,0.2,0.28,0.19,0.22,0.27,0.19,0.28,0.26,0.0,0.0,0.19,0.19,0.19,0.19,0.22,0.23,0.24,0.0,0.21,0.3,0.19,0.18,0.2,0.22,0.3,0.27,0.21,0.22,0.0,0.22,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.18,0.22,0.21,0.18,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.21,0.25,0.0,0.25,0.0,0.18,0.2,0.0,0.0,0.17,0.18,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.25,0.0,0.2,0.0,0.18,0.0,0.0,0.18,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.58,0.38,0.33,0.33,0.33,0.17,0.24,0.27,0.25,0.25,0.3,0.26,0.23,0.25,0.28,0.0,0.23,0.21,0.23,0.21,0.26,0.19,0.21,0.2,0.0,0.19,0.22,0.19,0.17,0.19,0.0,0.17,0.17,0.17,0.18,0.17,0.19,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.22,0.18,0.0,0.18,0.0,0.0,0.17,0.0,0.17,0.0,0.0,0.18,0.17,0.0,3.82,0.19,0.18,0.18,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.49999999999999
08/16/2021,5.98,0.76,0.83,0.0,0.63,0.53,0.41,0.44,0.55,0.39,0.0,0.4,0.0,0.34,0.51,0.42,0.35,0.38,0.4,0.38,0.35,0.5,0.4,0.33,0.0,0.25,0.28,0.33,0.28,0.46,0.36,0.26,0.44,0.3,0.35,0.33,0.31,0.25,0.31,0.0,0.29,0.26,0.26,0.0,0.27,0.23,0.42,0.22,0.27,0.31,0.3,0.28,0.24,0.0,0.23,0.38,0.24,0.23,0.24,0.28,0.0,0.27,0.29,0.29,0.41,0.42,0.23,0.27,0.24,0.23,0.0,0.21,0.3,0.0,0.24,0.3,0.19,0.27,0.26,0.3,0.23,0.25,0.24,0.25,0.16,0.24,0.19,0.25,0.3,0.25,0.23,0.0,0.35,0.3,0.26,0.22,0.19,0.25,0.19,0.0,0.21,0.17,0.24,0.21,0.31,0.0,0.17,0.0,0.0,0.25,0.24,0.21,0.2,0.27,0.3,0.27,0.18,0.19,0.19,0.17,0.23,0.27,0.19,0.26,0.23,0.0,0.0,0.19,0.0,0.19,0.17,0.22,0.22,0.21,0.0,0.18,0.25,0.19,0.17,0.0,0.22,0.26,0.25,0.2,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.0,0.16,0.16,0.21,0.19,0.15,0.16,0.0,0.18,0.0,0.16,0.0,0.0,0.0,0.18,0.25,0.0,0.24,0.0,0.17,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.17,0.15,0.0,0.21,0.0,0.18,0.0,0.15,0.0,0.0,0.18,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.41,0.31,0.3,0.33,0.17,0.24,0.27,0.25,0.26,0.27,0.25,0.24,0.25,0.23,0.0,0.24,0.22,0.19,0.17,0.25,0.19,0.21,0.0,0.0,0.19,0.2,0.18,0.17,0.17,0.16,0.17,0.15,0.0,0.16,0.0,0.19,0.17,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.17,0.0,0.15,0.0,0.15,0.17,0.0,0.17,0.0,0.0,0.15,0.15,0.0,10.44,0.17,0.0,0.18,0.0,0.16,0.17,0.16,0.16,0.16,0.15,0.15,0.0,0.0,0.0,0.0,0.0,67.03
08/17/2021,6.86,0.77,0.84,0.0,0.64,0.54,0.4,0.44,0.55,0.41,0.0,0.4,0.0,0.32,0.52,0.42,0.35,0.38,0.4,0.38,0.35,0.5,0.41,0.33,0.0,0.24,0.28,0.33,0.29,0.45,0.33,0.25,0.44,0.3,0.33,0.33,0.31,0.25,0.31,0.0,0.28,0.26,0.27,0.0,0.27,0.24,0.42,0.21,0.27,0.31,0.31,0.28,0.24,0.0,0.24,0.39,0.25,0.23,0.25,0.28,0.0,0.28,0.29,0.29,0.41,0.41,0.24,0.27,0.24,0.23,0.0,0.21,0.31,0.0,0.24,0.3,0.2,0.27,0.26,0.3,0.24,0.24,0.25,0.25,0.17,0.25,0.19,0.25,0.3,0.24,0.22,0.0,0.34,0.3,0.27,0.22,0.18,0.25,0.18,0.0,0.22,0.17,0.24,0.21,0.31,0.0,0.17,0.0,0.0,0.26,0.24,0.21,0.2,0.27,0.3,0.26,0.18,0.19,0.19,0.17,0.23,0.26,0.19,0.26,0.23,0.0,0.0,0.19,0.0,0.19,0.16,0.22,0.23,0.22,0.0,0.18,0.25,0.19,0.17,0.16,0.22,0.26,0.25,0.19,0.15,0.0,0.22,0.0,0.0,0.0,0.0,0.16,0.0,0.15,0.16,0.15,0.17,0.16,0.0,0.15,0.16,0.21,0.19,0.0,0.16,0.0,0.18,0.0,0.16,0.0,0.15,0.0,0.18,0.25,0.0,0.24,0.0,0.17,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.17,0.15,0.0,0.21,0.0,0.19,0.0,0.15,0.0,0.0,0.18,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.39,0.3,0.31,0.33,0.17,0.22,0.27,0.25,0.26,0.27,0.23,0.24,0.25,0.24,0.0,0.23,0.21,0.19,0.17,0.25,0.19,0.21,0.0,0.0,0.2,0.21,0.17,0.17,0.18,0.15,0.17,0.0,0.0,0.16,0.0,0.18,0.16,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.16,0.0,0.15,0.0,0.15,0.17,0.0,0.17,0.0,0.0,0.15,0.15,0.0,9.7,0.0,0.0,0.18,0.0,0.0,0.16,0.16,0.0,0.16,0.15,0.0,0.0,0.0,0.0,0.0,0.0,67.11
08/18/2021,6.86,0.77,0.84,0.0,0.64,0.54,0.4,0.44,0.55,0.41,0.0,0.4,0.0,0.32,0.52,0.42,0.35,0.38,0.4,0.38,0.35,0.5,0.41,0.33,0.0,0.24,0.28,0.33,0.29,0.45,0.33,0.25,0.44,0.3,0.33,0.33,0.31,0.25,0.31,0.0,0.28,0.26,0.27,0.0,0.27,0.24,0.42,0.21,0.27,0.31,0.31,0.28,0.24,0.0,0.24,0.39,0.25,0.23,0.25,0.28,0.0,0.28,0.29,0.29,0.41,0.41,0.24,0.27,0.24,0.23,0.0,0.21,0.31,0.0,0.24,0.3,0.2,0.27,0.26,0.3,0.24,0.24,0.25,0.25,0.17,0.25,0.19,0.25,0.3,0.24,0.22,0.0,0.34,0.3,0.27,0.22,0.18,0.25,0.18,0.0,0.22,0.17,0.24,0.21,0.31,0.0,0.17,0.0,0.0,0.26,0.24,0.21,0.2,0.27,0.3,0.26,0.18,0.19,0.19,0.17,0.23,0.26,0.19,0.26,0.23,0.0,0.0,0.19,0.0,0.19,0.16,0.22,0.23,0.22,0.0,0.18,0.25,0.19,0.17,0.16,0.22,0.26,0.25,0.19,0.15,0.0,0.22,0.0,0.0,0.0,0.0,0.16,0.0,0.15,0.16,0.15,0.17,0.16,0.0,0.15,0.16,0.21,0.19,0.0,0.16,0.0,0.18,0.0,0.16,0.0,0.15,0.0,0.18,0.25,0.0,0.24,0.0,0.17,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.17,0.15,0.0,0.21,0.0,0.19,0.0,0.15,0.0,0.0,0.18,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.39,0.3,0.31,0.33,0.17,0.22,0.27,0.25,0.26,0.27,0.23,0.24,0.25,0.24,0.0,0.23,0.21,0.19,0.17,0.25,0.19,0.21,0.0,0.0,0.2,0.21,0.17,0.17,0.18,0.15,0.17,0.0,0.0,0.16,0.0,0.18,0.16,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.16,0.0,0.15,0.0,0.15,0.17,0.0,0.17,0.0,0.0,0.15,0.15,0.0,9.7,0.0,0.0,0.18,0.0,0.0,0.16,0.16,0.0,0.16,0.15,0.0,0.0,0.0,0.0,0.0,0.0,67.11
08/19/2021,5.18,0.79,0.85,0.0,0.64,0.54,0.41,0.44,0.55,0.41,0.0,0.39,0.0,0.31,0.54,0.42,0.37,0.36,0.4,0.38,0.35,0.5,0.41,0.32,0.0,0.24,0.28,0.32,0.28,0.46,0.3,0.25,0.44,0.3,0.33,0.33,0.31,0.25,0.31,0.0,0.27,0.27,0.27,0.0,0.27,0.23,0.41,0.21,0.0,0.33,0.31,0.28,0.25,0.0,0.24,0.39,0.25,0.23,0.25,0.28,0.0,0.27,0.29,0.29,0.41,0.41,0.25,0.28,0.24,0.23,0.0,0.21,0.31,0.0,0.23,0.3,0.2,0.27,0.26,0.22,0.24,0.24,0.25,0.25,0.17,0.24,0.19,0.25,0.3,0.25,0.21,0.0,0.35,0.3,0.28,0.22,0.19,0.25,0.17,0.0,0.23,0.17,0.24,0.21,0.32,0.0,0.0,0.0,0.0,0.28,0.24,0.21,0.0,0.27,0.23,0.27,0.0,0.19,0.19,0.17,0.24,0.26,0.19,0.27,0.24,0.0,0.0,0.18,0.0,0.19,0.16,0.23,0.23,0.22,0.0,0.18,0.0,0.19,0.0,0.15,0.22,0.26,0.24,0.2,0.15,0.0,0.16,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.15,0.15,0.16,0.16,0.0,0.15,0.16,0.21,0.19,0.15,0.16,0.0,0.18,0.0,0.0,0.0,0.16,0.0,0.17,0.25,0.0,0.24,0.0,0.17,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.21,0.15,0.18,0.0,0.15,0.0,0.0,0.19,0.15,0.15,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.39,0.3,0.31,0.33,0.0,0.21,0.27,0.25,0.26,0.27,0.23,0.24,0.26,0.23,0.0,0.23,0.21,0.19,0.0,0.24,0.18,0.21,0.0,0.0,0.2,0.21,0.17,0.17,0.18,0.0,0.17,0.15,0.0,0.0,0.0,0.18,0.16,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15,0.16,0.0,0.15,0.14,0.15,0.17,0.0,0.17,0.0,0.0,0.15,0.15,0.0,14.55,0.0,0.0,0.18,0.16,0.0,0.17,0.16,0.15,0.16,0.0,0.15,0.14,0.14,0.14,0.0,0.0,69.68
08/20/2021,12.57,0.8,0.87,0.0,0.64,0.52,0.4,0.45,0.55,0.42,0.0,0.38,0.0,0.31,0.54,0.42,0.37,0.37,0.4,0.36,0.35,0.5,0.41,0.32,0.0,0.23,0.27,0.33,0.28,0.44,0.29,0.26,0.44,0.3,0.34,0.33,0.31,0.26,0.31,0.0,0.26,0.26,0.27,0.0,0.27,0.21,0.41,0.21,0.0,0.32,0.31,0.28,0.24,0.0,0.23,0.39,0.25,0.22,0.25,0.27,0.0,0.26,0.3,0.28,0.4,0.41,0.25,0.28,0.25,0.24,0.0,0.21,0.31,0.0,0.22,0.3,0.2,0.27,0.27,0.22,0.24,0.25,0.25,0.25,0.17,0.23,0.19,0.24,0.3,0.25,0.22,0.0,0.35,0.31,0.28,0.22,0.18,0.25,0.16,0.0,0.22,0.16,0.24,0.21,0.32,0.0,0.0,0.0,0.0,0.29,0.24,0.22,0.0,0.26,0.23,0.26,0.0,0.19,0.19,0.17,0.24,0.26,0.19,0.26,0.24,0.0,0.0,0.18,0.14,0.19,0.17,0.24,0.23,0.21,0.0,0.18,0.0,0.19,0.0,0.0,0.22,0.25,0.25,0.19,0.15,0.0,0.16,0.0,0.0,0.0,0.0,0.17,0.0,0.14,0.15,0.0,0.17,0.16,0.0,0.16,0.16,0.22,0.19,0.0,0.16,0.0,0.18,0.0,0.0,0.0,0.15,0.0,0.17,0.26,0.0,0.24,0.0,0.17,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.21,0.15,0.19,0.0,0.15,0.0,0.0,0.19,0.15,0.15,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.39,0.28,0.31,0.33,0.0,0.21,0.27,0.26,0.26,0.27,0.22,0.24,0.25,0.22,0.0,0.23,0.2,0.19,0.0,0.24,0.19,0.21,0.0,0.0,0.2,0.21,0.18,0.17,0.18,0.0,0.16,0.15,0.0,0.0,0.0,0.18,0.16,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15,0.16,0.0,0.15,0.0,0.15,0.17,0.0,0.17,0.0,0.0,0.16,0.15,0.0,7.39,0.0,0.0,0.17,0.15,0.15,0.16,0.16,0.0,0.15,0.0,0.15,0.14,0.15,0.14,0.14,0.14,69.74
