,CTSH,PGR,DG,HPQ,ALL,CTXS,DGX,EBAY,VRSN,ORLY,KMB,CLX,DLTR,HUM,EXPD,CDW,GPC,SNPS,APH,KR,TSCO,CBOE,CERN,MXIM,SJM,TYL,GIS,MAS,BIO,TROW,AKAM,CDNS,HSIC,DOX,FFIV,BR,AZO,NTAP,CHD,NOC,HSY,PAYX,WSO,CL,ACGL,AAP,JBHT,EPAM,CMI,K,JKHY,TRV,LH,OMC,ARW,LHX,QRVO,SWKS,BBY,HII,FAST,CHRW,CAG,PPL,MCK,PEG,FDS,IP,EXC,GRMN,POOL,J,LDOS,VMW,ETR,AOS,CHE,GD,PSA,SNA,BAH,AJG,PWR,OTIS,AON,CINF,EVRG,TTC,AEP,KNX,SRE,PKI,IPG,BRO,SCI,DTE,CAH,MSI,SON,IT,MKL,DPZ,NDAQ,RS,EXR,DLB,MTD,GNTX,PKG,ED,LII,AEE,BERY,HPE,GGG,WU,AZPN,RMD,EQR,XEL,GL,FNF,MPWR,WEC,GWW,AMCR,HOLX,RNR,CACI,AME,HRL,WAT,SEIC,TSN,AVB,WST,VRSK,CE,ATO,BAX,EA,KEYS,MKC,ES,RE,MSCI,CMS,ARE,ESS,CSL,LSTR,PNW,TER,AFL,STZ,ATR,TT,JNPR,WLTW,WRB,INGR,OGN,UTHR,FE,RSG,IEX,ORI,RJF,CPB,YUM,SSNC,GPK,FAF,RHI,BXP,CCK,CPRT,RPM,THG,G,HUBB,LAZ,JAZZ,AVY,PNR,DCI,FCN,FTV,EIX,JBL,AWK,CASY,UGI,UHAL,FLO,ALLE,DOV,CDK,ELS,CRUS,BLL,ODFL,MNST,MASI,CBRE,UHS,HIG,WPC,NUE,MAN,PINC,HRC,n/a,COG,STE,DRE,CTRA,NVR,IRM,MAA,CIEN,NI,WTW,SUM
08/12/2021,1.21,0.99,1.02,0.87,0.74,0.61,0.77,0.65,0.62,0.67,0.64,0.59,0.62,0.56,0.58,0.64,0.57,0.6,0.61,0.65,0.58,0.59,0.55,0.54,0.55,0.57,0.53,0.54,0.59,0.53,0.49,0.55,0.5,0.47,0.53,0.49,0.49,0.46,0.44,0.44,0.45,0.47,0.42,0.41,0.45,0.41,0.43,0.5,0.41,0.42,0.43,0.41,0.44,0.37,0.42,0.41,0.39,0.38,0.4,0.39,0.4,0.37,0.35,0.39,0.39,0.4,0.4,0.36,0.39,0.42,0.38,0.36,0.34,0.37,0.38,0.37,0.36,0.38,0.37,0.37,0.33,0.36,0.37,0.38,0.39,0.36,0.38,0.36,0.35,0.35,0.34,0.4,0.37,0.34,0.39,0.35,0.29,0.33,0.31,0.37,0.33,0.35,0.34,0.33,0.32,0.3,0.34,0.31,0.33,0.32,0.3,0.33,0.31,0.32,0.31,0.3,0.3,0.34,0.32,0.31,0.3,0.32,0.35,0.31,0.29,0.3,0.32,0.3,0.28,0.29,0.27,0.31,0.29,0.3,0.3,0.33,0.29,0.28,0.28,0.25,0.26,0.29,0.26,0.3,0.28,0.31,0.28,0.29,0.27,0.28,0.26,0.25,0.26,0.27,0.24,0.23,0.26,0.26,0.24,0.24,0.24,0.23,0.28,0.25,0.26,0.25,0.25,0.25,0.22,0.27,0.25,0.26,0.26,0.27,0.24,0.23,0.25,0.22,0.24,0.25,0.24,0.24,0.0,0.23,0.26,0.24,0.23,0.24,0.0,0.23,0.25,0.23,0.23,0.24,0.0,0.0,0.24,0.0,0.23,0.0,0.23,0.23,0.23,0.23,0.24,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.1
08/13/2021,1.21,0.98,1.03,0.88,0.74,0.6,0.77,0.66,0.61,0.67,0.64,0.58,0.64,0.56,0.57,0.64,0.57,0.6,0.61,0.66,0.58,0.59,0.54,0.53,0.55,0.56,0.53,0.55,0.59,0.54,0.5,0.54,0.5,0.48,0.52,0.49,0.49,0.46,0.44,0.44,0.45,0.47,0.42,0.41,0.45,0.42,0.43,0.49,0.41,0.42,0.43,0.42,0.44,0.38,0.42,0.42,0.39,0.38,0.4,0.4,0.4,0.37,0.35,0.39,0.39,0.39,0.4,0.37,0.39,0.42,0.38,0.37,0.34,0.36,0.39,0.37,0.35,0.39,0.37,0.37,0.33,0.36,0.38,0.38,0.4,0.36,0.38,0.36,0.35,0.35,0.34,0.39,0.38,0.34,0.39,0.35,0.29,0.33,0.31,0.37,0.33,0.35,0.34,0.33,0.32,0.3,0.34,0.31,0.33,0.32,0.3,0.33,0.31,0.32,0.31,0.3,0.3,0.33,0.31,0.3,0.3,0.33,0.35,0.31,0.29,0.3,0.32,0.3,0.28,0.29,0.27,0.31,0.29,0.31,0.29,0.32,0.29,0.29,0.28,0.25,0.26,0.29,0.26,0.29,0.28,0.3,0.28,0.29,0.27,0.28,0.26,0.25,0.25,0.27,0.24,0.23,0.26,0.26,0.24,0.24,0.24,0.24,0.27,0.25,0.26,0.25,0.25,0.26,0.22,0.27,0.25,0.26,0.26,0.27,0.23,0.24,0.24,0.22,0.24,0.25,0.25,0.24,0.0,0.24,0.26,0.24,0.23,0.24,0.0,0.23,0.24,0.23,0.23,0.24,0.0,0.0,0.25,0.0,0.23,0.0,0.23,0.23,0.23,0.0,0.24,0.0,0.22,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.14
08/16/2021,1.26,0.98,1.01,0.89,0.74,0.61,0.76,0.67,0.6,0.66,0.64,0.59,0.63,0.54,0.57,0.66,0.57,0.6,0.61,0.65,0.59,0.61,0.54,0.52,0.55,0.55,0.53,0.56,0.59,0.53,0.5,0.55,0.49,0.47,0.51,0.49,0.49,0.46,0.43,0.44,0.44,0.47,0.41,0.41,0.45,0.42,0.44,0.49,0.42,0.42,0.43,0.42,0.43,0.38,0.41,0.41,0.38,0.37,0.41,0.39,0.4,0.37,0.35,0.39,0.39,0.4,0.4,0.36,0.39,0.41,0.38,0.38,0.34,0.36,0.38,0.36,0.34,0.38,0.37,0.37,0.33,0.35,0.39,0.38,0.4,0.36,0.37,0.35,0.35,0.35,0.34,0.39,0.38,0.34,0.39,0.35,0.3,0.33,0.31,0.38,0.33,0.34,0.34,0.33,0.32,0.3,0.33,0.3,0.33,0.32,0.3,0.33,0.31,0.32,0.31,0.29,0.26,0.33,0.31,0.3,0.3,0.33,0.35,0.3,0.29,0.3,0.32,0.31,0.28,0.29,0.27,0.31,0.28,0.3,0.29,0.32,0.29,0.29,0.28,0.24,0.26,0.29,0.26,0.29,0.29,0.3,0.27,0.28,0.26,0.28,0.26,0.24,0.24,0.27,0.23,0.24,0.26,0.26,0.24,0.24,0.24,0.27,0.27,0.25,0.26,0.25,0.25,0.26,0.22,0.27,0.25,0.26,0.26,0.28,0.23,0.24,0.24,0.22,0.24,0.25,0.25,0.24,0.0,0.23,0.26,0.24,0.23,0.24,0.0,0.23,0.24,0.22,0.23,0.24,0.0,0.0,0.25,0.0,0.23,0.0,0.23,0.23,0.22,0.0,0.24,0.0,0.23,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.93
08/17/2021,1.27,0.97,1.01,0.85,0.74,0.6,0.76,0.72,0.59,0.66,0.64,0.59,0.64,0.55,0.58,0.66,0.56,0.6,0.61,0.65,0.59,0.61,0.54,0.52,0.56,0.55,0.54,0.56,0.59,0.53,0.49,0.55,0.49,0.48,0.51,0.49,0.48,0.45,0.44,0.44,0.45,0.47,0.41,0.41,0.45,0.41,0.45,0.49,0.41,0.42,0.43,0.42,0.43,0.38,0.41,0.41,0.38,0.37,0.4,0.39,0.4,0.37,0.36,0.39,0.39,0.4,0.4,0.36,0.39,0.42,0.38,0.38,0.34,0.36,0.39,0.37,0.34,0.38,0.37,0.37,0.33,0.35,0.39,0.38,0.41,0.36,0.38,0.35,0.35,0.36,0.34,0.39,0.38,0.34,0.39,0.35,0.29,0.33,0.31,0.39,0.33,0.34,0.34,0.33,0.32,0.31,0.34,0.3,0.33,0.33,0.3,0.33,0.31,0.32,0.31,0.29,0.26,0.33,0.31,0.3,0.3,0.33,0.35,0.31,0.29,0.3,0.32,0.31,0.28,0.29,0.27,0.32,0.28,0.31,0.29,0.33,0.29,0.29,0.28,0.25,0.26,0.29,0.26,0.3,0.29,0.3,0.27,0.28,0.26,0.28,0.26,0.24,0.24,0.27,0.23,0.24,0.26,0.26,0.24,0.24,0.24,0.27,0.27,0.25,0.26,0.25,0.25,0.26,0.22,0.27,0.25,0.25,0.26,0.28,0.23,0.24,0.24,0.22,0.24,0.25,0.25,0.24,0.0,0.23,0.26,0.24,0.23,0.24,0.0,0.23,0.24,0.22,0.23,0.25,0.0,0.0,0.25,0.0,0.23,0.0,0.23,0.23,0.22,0.0,0.24,0.0,0.23,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.1
08/18/2021,1.27,0.97,1.01,0.85,0.74,0.6,0.76,0.72,0.59,0.66,0.64,0.59,0.64,0.55,0.58,0.66,0.56,0.6,0.61,0.65,0.59,0.61,0.54,0.52,0.56,0.55,0.54,0.56,0.59,0.53,0.49,0.55,0.49,0.48,0.51,0.49,0.48,0.45,0.44,0.44,0.45,0.47,0.41,0.41,0.45,0.41,0.45,0.49,0.41,0.42,0.43,0.42,0.43,0.38,0.41,0.41,0.38,0.37,0.4,0.39,0.4,0.37,0.36,0.39,0.39,0.4,0.4,0.36,0.39,0.42,0.38,0.38,0.34,0.36,0.39,0.37,0.34,0.38,0.37,0.37,0.33,0.35,0.39,0.38,0.41,0.36,0.38,0.35,0.35,0.36,0.34,0.39,0.38,0.34,0.39,0.35,0.29,0.33,0.31,0.39,0.33,0.34,0.34,0.33,0.32,0.31,0.34,0.3,0.33,0.33,0.3,0.33,0.31,0.32,0.31,0.29,0.26,0.33,0.31,0.3,0.3,0.33,0.35,0.31,0.29,0.3,0.32,0.31,0.28,0.29,0.27,0.32,0.28,0.31,0.29,0.33,0.29,0.29,0.28,0.25,0.26,0.29,0.26,0.3,0.29,0.3,0.27,0.28,0.26,0.28,0.26,0.24,0.24,0.27,0.23,0.24,0.26,0.26,0.24,0.24,0.24,0.27,0.27,0.25,0.26,0.25,0.25,0.26,0.22,0.27,0.25,0.25,0.26,0.28,0.23,0.24,0.24,0.22,0.24,0.25,0.25,0.24,0.0,0.23,0.26,0.24,0.23,0.24,0.0,0.23,0.24,0.22,0.23,0.25,0.0,0.0,0.25,0.0,0.23,0.0,0.23,0.23,0.22,0.0,0.24,0.0,0.23,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.1
08/19/2021,1.26,0.97,1.01,0.86,0.75,0.6,0.78,0.73,0.6,0.67,0.65,0.59,0.64,0.55,0.58,0.66,0.57,0.6,0.61,0.66,0.59,0.6,0.54,0.52,0.56,0.55,0.54,0.57,0.6,0.53,0.49,0.54,0.5,0.48,0.5,0.5,0.48,0.45,0.44,0.44,0.45,0.47,0.41,0.41,0.45,0.42,0.45,0.5,0.42,0.43,0.43,0.42,0.44,0.38,0.41,0.42,0.37,0.37,0.4,0.39,0.4,0.37,0.35,0.39,0.39,0.4,0.41,0.36,0.39,0.42,0.38,0.38,0.35,0.36,0.39,0.37,0.34,0.38,0.37,0.37,0.33,0.36,0.38,0.39,0.41,0.36,0.38,0.35,0.36,0.36,0.34,0.39,0.38,0.34,0.39,0.35,0.3,0.34,0.31,0.39,0.33,0.34,0.34,0.32,0.32,0.31,0.34,0.3,0.33,0.33,0.3,0.33,0.31,0.32,0.31,0.29,0.26,0.34,0.31,0.3,0.3,0.33,0.35,0.31,0.29,0.31,0.32,0.31,0.28,0.29,0.27,0.32,0.28,0.31,0.29,0.33,0.29,0.28,0.28,0.25,0.26,0.29,0.26,0.3,0.28,0.3,0.28,0.28,0.26,0.28,0.26,0.24,0.24,0.27,0.23,0.24,0.26,0.26,0.24,0.24,0.24,0.27,0.26,0.25,0.26,0.25,0.25,0.25,0.23,0.27,0.24,0.25,0.26,0.28,0.23,0.24,0.24,0.22,0.24,0.25,0.25,0.23,0.0,0.24,0.26,0.24,0.23,0.24,0.0,0.23,0.25,0.22,0.22,0.25,0.0,0.0,0.25,0.0,0.23,0.0,0.23,0.23,0.22,0.0,0.23,0.0,0.22,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.26
08/20/2021,1.27,0.96,0.99,0.84,0.74,0.61,0.79,0.71,0.6,0.66,0.66,0.6,0.63,0.55,0.58,0.65,0.56,0.6,0.61,0.69,0.58,0.59,0.55,0.53,0.57,0.55,0.55,0.55,0.6,0.52,0.49,0.54,0.5,0.48,0.5,0.5,0.48,0.44,0.45,0.45,0.45,0.47,0.41,0.42,0.46,0.42,0.45,0.5,0.41,0.43,0.44,0.42,0.44,0.37,0.41,0.42,0.37,0.36,0.39,0.39,0.4,0.37,0.36,0.39,0.4,0.4,0.41,0.36,0.39,0.41,0.37,0.37,0.35,0.36,0.39,0.36,0.34,0.38,0.37,0.37,0.33,0.36,0.38,0.38,0.41,0.36,0.38,0.34,0.36,0.35,0.34,0.39,0.38,0.35,0.39,0.35,0.3,0.34,0.31,0.39,0.33,0.35,0.34,0.32,0.32,0.31,0.34,0.3,0.33,0.32,0.3,0.34,0.3,0.32,0.31,0.29,0.26,0.34,0.31,0.31,0.3,0.33,0.34,0.31,0.29,0.3,0.32,0.31,0.29,0.29,0.28,0.32,0.28,0.31,0.29,0.33,0.29,0.28,0.28,0.25,0.26,0.29,0.27,0.3,0.29,0.3,0.28,0.29,0.27,0.28,0.26,0.24,0.23,0.27,0.23,0.24,0.26,0.26,0.24,0.24,0.24,0.28,0.27,0.25,0.26,0.25,0.25,0.25,0.23,0.27,0.24,0.26,0.26,0.28,0.23,0.24,0.23,0.0,0.24,0.25,0.25,0.23,0.0,0.23,0.26,0.24,0.23,0.24,0.0,0.23,0.25,0.23,0.23,0.24,0.23,0.0,0.25,0.0,0.23,0.0,0.23,0.23,0.0,0.23,0.23,0.0,0.22,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.24000000000001
08/23/2021,1.26,0.98,1.0,0.82,0.74,0.61,0.79,0.72,0.61,0.67,0.66,0.61,0.64,0.56,0.57,0.65,0.56,0.65,0.62,0.71,0.6,0.62,0.55,0.54,0.56,0.55,0.55,0.55,0.6,0.53,0.49,0.55,0.5,0.49,0.5,0.49,0.49,0.44,0.45,0.44,0.45,0.47,0.41,0.42,0.46,0.42,0.44,0.51,0.41,0.43,0.44,0.43,0.44,0.36,0.41,0.42,0.36,0.36,0.39,0.38,0.4,0.36,0.36,0.39,0.4,0.4,0.4,0.36,0.4,0.42,0.38,0.37,0.35,0.36,0.4,0.36,0.35,0.38,0.38,0.35,0.33,0.36,0.38,0.38,0.41,0.36,0.38,0.34,0.36,0.35,0.34,0.39,0.37,0.35,0.39,0.35,0.29,0.35,0.31,0.39,0.33,0.35,0.34,0.32,0.32,0.3,0.34,0.3,0.33,0.33,0.3,0.34,0.3,0.31,0.31,0.29,0.26,0.34,0.31,0.31,0.3,0.33,0.36,0.31,0.28,0.31,0.32,0.32,0.29,0.29,0.28,0.32,0.28,0.31,0.29,0.34,0.3,0.28,0.28,0.25,0.27,0.29,0.27,0.3,0.29,0.3,0.28,0.29,0.27,0.28,0.26,0.25,0.23,0.27,0.24,0.24,0.26,0.27,0.24,0.25,0.23,0.27,0.27,0.26,0.27,0.25,0.26,0.25,0.23,0.27,0.24,0.26,0.26,0.28,0.23,0.24,0.23,0.0,0.24,0.25,0.24,0.22,0.0,0.24,0.26,0.23,0.24,0.23,0.22,0.23,0.25,0.23,0.0,0.24,0.22,0.0,0.25,0.0,0.23,0.0,0.24,0.23,0.22,0.23,0.23,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.5
08/24/2021,1.26,0.98,1.0,0.83,0.74,0.61,0.78,0.72,0.61,0.67,0.65,0.6,0.64,0.55,0.57,0.65,0.56,0.65,0.62,0.72,0.6,0.62,0.54,0.54,0.55,0.55,0.54,0.55,0.6,0.53,0.49,0.56,0.49,0.48,0.5,0.49,0.49,0.44,0.44,0.44,0.45,0.46,0.41,0.41,0.46,0.42,0.45,0.51,0.41,0.43,0.43,0.43,0.44,0.36,0.42,0.41,0.36,0.36,0.39,0.38,0.4,0.36,0.35,0.4,0.4,0.4,0.4,0.36,0.4,0.42,0.38,0.37,0.34,0.36,0.4,0.36,0.35,0.38,0.38,0.36,0.33,0.36,0.38,0.38,0.41,0.37,0.39,0.34,0.36,0.36,0.34,0.39,0.37,0.35,0.38,0.35,0.29,0.35,0.31,0.38,0.33,0.34,0.34,0.31,0.32,0.3,0.34,0.29,0.34,0.32,0.3,0.34,0.3,0.31,0.31,0.28,0.26,0.34,0.31,0.31,0.3,0.33,0.36,0.31,0.28,0.32,0.32,0.31,0.29,0.29,0.27,0.32,0.28,0.3,0.29,0.34,0.3,0.28,0.27,0.25,0.26,0.29,0.27,0.3,0.29,0.3,0.28,0.29,0.27,0.28,0.26,0.24,0.23,0.27,0.24,0.24,0.26,0.27,0.24,0.25,0.23,0.26,0.27,0.25,0.27,0.25,0.26,0.25,0.23,0.27,0.24,0.26,0.26,0.27,0.23,0.24,0.24,0.0,0.24,0.25,0.25,0.23,0.0,0.24,0.26,0.23,0.23,0.23,0.23,0.23,0.25,0.23,0.22,0.24,0.22,0.0,0.25,0.0,0.23,0.0,0.25,0.23,0.0,0.23,0.23,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.33000000000001
08/25/2021,1.26,0.98,1.0,0.83,0.74,0.61,0.79,0.72,0.61,0.67,0.65,0.6,0.64,0.55,0.57,0.65,0.56,0.65,0.62,0.72,0.6,0.62,0.54,0.54,0.55,0.55,0.54,0.55,0.6,0.53,0.49,0.56,0.49,0.48,0.5,0.49,0.49,0.44,0.44,0.44,0.45,0.46,0.41,0.41,0.46,0.42,0.45,0.51,0.41,0.43,0.43,0.43,0.44,0.36,0.42,0.41,0.36,0.36,0.39,0.38,0.4,0.36,0.35,0.4,0.4,0.4,0.4,0.36,0.4,0.42,0.38,0.37,0.34,0.36,0.4,0.36,0.35,0.38,0.38,0.36,0.34,0.36,0.38,0.38,0.41,0.37,0.39,0.34,0.36,0.36,0.34,0.39,0.37,0.36,0.38,0.35,0.29,0.35,0.31,0.38,0.33,0.34,0.34,0.31,0.32,0.3,0.34,0.29,0.34,0.32,0.3,0.34,0.3,0.31,0.31,0.28,0.26,0.34,0.31,0.31,0.3,0.33,0.36,0.31,0.28,0.32,0.32,0.31,0.29,0.29,0.27,0.32,0.28,0.3,0.29,0.34,0.3,0.28,0.27,0.25,0.26,0.29,0.27,0.3,0.29,0.3,0.28,0.29,0.27,0.28,0.26,0.24,0.23,0.27,0.24,0.24,0.26,0.27,0.24,0.25,0.23,0.26,0.27,0.25,0.27,0.25,0.26,0.25,0.23,0.27,0.24,0.26,0.26,0.28,0.23,0.24,0.24,0.0,0.24,0.25,0.25,0.23,0.0,0.24,0.26,0.23,0.23,0.23,0.23,0.23,0.25,0.23,0.22,0.24,0.22,0.0,0.25,0.0,0.23,0.0,0.25,0.23,0.0,0.23,0.23,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.37
08/26/2021,1.18,1.03,0.96,0.91,0.74,0.72,0.7,0.71,0.67,0.65,0.66,0.66,0.65,0.61,0.61,0.6,0.59,0.59,0.59,0.61,0.59,0.59,0.55,0.57,0.56,0.54,0.57,0.55,0.5,0.5,0.51,0.51,0.5,0.5,0.48,0.47,0.46,0.47,0.46,0.45,0.45,0.45,0.44,0.44,0.44,0.43,0.43,0.42,0.44,0.43,0.42,0.42,0.41,0.42,0.42,0.4,0.41,0.4,0.42,0.41,0.39,0.4,0.4,0.39,0.39,0.39,0.38,0.39,0.37,0.37,0.37,0.38,0.37,0.38,0.36,0.38,0.36,0.37,0.36,0.37,0.36,0.36,0.37,0.36,0.36,0.36,0.35,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.33,0.39,0.34,0.32,0.33,0.31,0.32,0.32,0.33,0.33,0.31,0.31,0.31,0.32,0.32,0.31,0.32,0.31,0.32,0.32,0.31,0.31,0.29,0.3,0.3,0.3,0.31,0.3,0.29,0.29,0.29,0.3,0.29,0.3,0.29,0.29,0.29,0.28,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.28,0.26,0.27,0.26,0.26,0.27,0.27,0.26,0.28,0.26,0.27,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.25,0.24,0.25,0.24,0.24,0.23,0.24,0.24,0.23,0.24,0.23,0.23,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.0,0.23,0.23,0.22,0.23,0.23,0.22,0.23,0.0,0.22,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.62
08/27/2021,1.28,0.97,0.99,0.85,0.75,0.61,0.77,0.71,0.61,0.66,0.64,0.59,0.66,0.55,0.57,0.65,0.56,0.67,0.62,0.7,0.59,0.6,0.52,0.55,0.53,0.54,0.53,0.55,0.6,0.53,0.48,0.57,0.49,0.48,0.51,0.48,0.48,0.44,0.43,0.44,0.44,0.46,0.41,0.4,0.46,0.42,0.45,0.51,0.41,0.42,0.42,0.43,0.43,0.36,0.42,0.42,0.37,0.37,0.42,0.39,0.4,0.36,0.35,0.39,0.4,0.4,0.4,0.36,0.4,0.43,0.37,0.37,0.35,0.36,0.4,0.37,0.35,0.38,0.37,0.36,0.33,0.36,0.39,0.38,0.41,0.37,0.38,0.34,0.35,0.36,0.33,0.39,0.38,0.35,0.37,0.35,0.29,0.34,0.31,0.38,0.33,0.33,0.34,0.32,0.32,0.31,0.33,0.29,0.33,0.32,0.29,0.33,0.3,0.31,0.31,0.28,0.26,0.34,0.31,0.3,0.3,0.33,0.37,0.3,0.28,0.32,0.32,0.31,0.28,0.29,0.27,0.32,0.28,0.3,0.29,0.34,0.3,0.28,0.27,0.25,0.27,0.3,0.26,0.3,0.29,0.3,0.28,0.28,0.26,0.28,0.27,0.24,0.23,0.27,0.24,0.24,0.26,0.27,0.24,0.25,0.24,0.26,0.27,0.25,0.27,0.25,0.26,0.25,0.0,0.27,0.25,0.26,0.26,0.28,0.23,0.25,0.24,0.0,0.23,0.25,0.25,0.23,0.0,0.24,0.26,0.24,0.23,0.23,0.23,0.23,0.25,0.23,0.22,0.24,0.0,0.0,0.25,0.0,0.23,0.0,0.25,0.24,0.0,0.23,0.23,0.0,0.22,0.0,0.24,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.23
08/30/2021,1.27,0.97,0.97,0.85,0.75,0.6,0.77,0.74,0.61,0.67,0.65,0.58,0.59,0.54,0.57,0.66,0.55,0.67,0.63,0.69,0.58,0.6,0.52,0.56,0.52,0.55,0.52,0.56,0.61,0.54,0.48,0.57,0.48,0.47,0.51,0.48,0.47,0.47,0.42,0.44,0.44,0.45,0.41,0.4,0.45,0.42,0.45,0.5,0.41,0.41,0.43,0.43,0.43,0.36,0.43,0.42,0.37,0.37,0.41,0.39,0.4,0.37,0.34,0.39,0.39,0.4,0.41,0.36,0.4,0.43,0.37,0.37,0.35,0.37,0.4,0.37,0.35,0.38,0.37,0.36,0.33,0.36,0.4,0.39,0.41,0.36,0.38,0.34,0.35,0.36,0.34,0.39,0.37,0.35,0.37,0.35,0.29,0.35,0.31,0.39,0.33,0.34,0.34,0.31,0.33,0.31,0.34,0.29,0.34,0.32,0.29,0.33,0.31,0.32,0.31,0.28,0.26,0.34,0.31,0.3,0.3,0.33,0.37,0.3,0.28,0.32,0.32,0.3,0.29,0.29,0.26,0.32,0.28,0.3,0.29,0.34,0.3,0.28,0.27,0.24,0.27,0.31,0.26,0.3,0.28,0.3,0.28,0.28,0.27,0.29,0.27,0.23,0.24,0.27,0.24,0.24,0.27,0.27,0.24,0.25,0.24,0.27,0.27,0.25,0.27,0.25,0.25,0.26,0.0,0.27,0.24,0.27,0.26,0.28,0.22,0.25,0.24,0.0,0.23,0.25,0.25,0.23,0.0,0.24,0.25,0.24,0.23,0.23,0.22,0.23,0.25,0.23,0.0,0.25,0.0,0.22,0.25,0.0,0.23,0.0,0.24,0.24,0.22,0.23,0.23,0.0,0.22,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.2
08/31/2021,1.27,0.98,0.96,0.85,0.75,0.6,0.77,0.75,0.61,0.65,0.65,0.58,0.57,0.54,0.58,0.66,0.56,0.68,0.64,0.7,0.59,0.6,0.52,0.0,0.52,0.55,0.52,0.56,0.61,0.55,0.48,0.58,0.49,0.48,0.51,0.49,0.46,0.48,0.43,0.44,0.44,0.46,0.41,0.41,0.46,0.41,0.46,0.5,0.42,0.41,0.43,0.44,0.43,0.36,0.43,0.42,0.38,0.37,0.41,0.39,0.4,0.37,0.35,0.39,0.4,0.4,0.41,0.37,0.4,0.44,0.37,0.38,0.35,0.34,0.39,0.37,0.35,0.38,0.37,0.36,0.33,0.36,0.41,0.39,0.42,0.37,0.38,0.34,0.35,0.37,0.33,0.39,0.38,0.35,0.38,0.35,0.29,0.35,0.31,0.39,0.33,0.34,0.35,0.32,0.33,0.31,0.34,0.29,0.35,0.32,0.29,0.33,0.31,0.33,0.31,0.28,0.27,0.34,0.31,0.3,0.3,0.33,0.37,0.3,0.28,0.32,0.32,0.3,0.29,0.29,0.26,0.32,0.29,0.3,0.29,0.33,0.31,0.29,0.27,0.24,0.27,0.31,0.26,0.3,0.28,0.3,0.28,0.29,0.27,0.29,0.28,0.23,0.24,0.27,0.23,0.24,0.27,0.27,0.24,0.25,0.24,0.27,0.28,0.25,0.27,0.25,0.25,0.26,0.0,0.27,0.25,0.27,0.27,0.28,0.22,0.25,0.24,0.0,0.24,0.25,0.25,0.24,0.0,0.25,0.25,0.24,0.22,0.23,0.0,0.24,0.25,0.23,0.22,0.25,0.0,0.22,0.25,0.0,0.23,0.0,0.24,0.24,0.22,0.23,0.24,0.0,0.22,0.0,0.23,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.22
