,OTIS,EVR,JEF,ACI,BAH,PLTK,CRWD,ALLY,FTNT,AMCR,IDXX,MSI,AMP,VRSN,SYF,TREX,CDNS,VST,RS,FICO,VER,KR,BPOP,SLG,OMF,CARR,SGFY,DPZ,MSCI,POOL,AZO,AZPN,DVN,WSM,LII,LAZ,ALSN,BBY,HPE,BRX,ENPH,ZBRA,QRVO,ETR,ORLY,TER,MANH,HUBS,NRG,HPQ,VEEV,EXPD,PAYX,SMG,PRI,MTCH,DFS,MOH,LULU,MCK,CDW,DKS,LESL,HLF,W,RHI,FLO,WTM,DVA,CHE,BPYU,TT,AVY,STNE,KEYS,MTD,PHM,WRI,UI,TPX,RL,EQH,AFG,SNPS,ZS,PFG,CNXC,KIM,MCFE,DTE,CTAS,VNT,HOLX,MRO,BHF,XRX,FCN,ZNGA,MXIM,OKTA,GWW,DOV,CTXS,AEE,ALXN,AMED,MAS,RPRX,HSY,PNW,FL,DBX,SEE,AM,PTON,NVT,PANW,IDA,TTWO,NTAP,ETSY,QDEL,DT,GRMN,FE,LPLA,CLX,SHC,WORK,HZNP,DGX,AGCO,ROK,JBL,CIEN,GO,XLRN,LUMN,AN,XTSLA,LB,PNR,TSCO,YUMC,BURL,HRB,SMAR,BRKR,EQR,PII,LITE,KSS,AVTR,CRUS,WU,SHLS,RNG,FNF,DNB,COLM,RJF,NVCR,AVLR,CAH,HIG,STE,STT,NBIX,HIW,GNRC,TTC,CACI,CFG,GLPI,FOXA,QRTEA,ATH,EHC,ANET,MDB,GDDY,MDU,STLD,FAF,CMA,PINS,PODD,SNX,THG,CRI,OMC,DOX,IPG,AVT,PLAN,FFIV,AGO,UHS,NTNX,NWL,USD,UPST,NWS,MRVI,APA,DTM WI,LPX,OGN,DECK,SF,YUM,SBAC,A,BLD,GME,DRE,NTRA,RSG,NET,AFL,RH,CPB,SPB,ODFL,SLGN,AA,FR,DOCU,127.HK,DXCM,RMD,LDOS,MAN,BBWI WI,WEC,AKAM,SNDR,n/a,CRL,WST,UTHR,SRC,YETI,GPK,CERN,AZEK,IQV,GGG,RGEN,WMS,WAT,XEL,TDC,NWSA,BXP,688185.SS,SUM
08/10/2021,1.65,1.37,1.09,1.25,0.85,0.95,0.92,0.91,0.97,0.71,0.75,0.7,0.76,0.63,0.77,0.65,0.79,0.55,0.59,0.56,0.83,0.79,0.62,0.81,0.74,0.65,0.48,0.67,0.89,0.5,0.51,0.64,0.58,0.61,0.48,0.73,0.45,0.64,0.61,0.75,0.41,0.58,0.58,0.0,0.48,0.57,0.62,0.63,0.43,0.54,0.59,0.46,0.0,0.47,0.47,0.48,0.44,0.47,0.53,0.51,0.46,0.48,0.41,0.46,0.43,0.48,0.38,0.34,0.47,0.37,0.0,0.4,0.34,0.33,0.38,0.47,0.32,0.0,0.37,0.38,0.36,0.39,0.31,0.49,0.4,0.38,0.36,0.85,0.33,0.33,0.35,0.33,0.37,0.0,0.38,0.36,0.34,0.2,0.39,0.32,0.0,0.34,0.4,0.31,0.0,0.23,0.35,0.3,0.28,0.0,0.19,0.31,0.29,0.31,0.24,0.35,0.34,0.0,0.31,0.37,0.26,0.33,0.27,0.28,0.0,0.27,0.36,0.32,0.0,0.32,0.31,0.28,0.36,0.31,0.27,0.23,0.29,0.28,0.3,4.68,0.0,0.26,0.27,0.21,0.18,0.22,0.23,0.2,0.34,0.24,0.27,0.22,0.28,0.22,0.22,0.0,0.22,0.29,0.22,0.19,0.3,0.0,0.2,0.24,0.16,0.22,0.38,0.17,0.29,0.25,0.18,0.24,0.0,0.26,0.0,0.24,0.17,0.16,0.24,0.19,0.21,0.0,0.0,0.22,0.0,0.22,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.18,0.17,0.19,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.19,0.0,2.3,0.0,0.74,0.67,0.6,0.66,0.36,0.35,0.36,0.25,0.23,0.23,0.22,0.23,0.21,0.2,0.18,0.19,0.2,0.17,0.21,0.17,0.17,0.0,0.19,0.17,0.0,0.0,0.21,0.16,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.54000000000002
08/11/2021,1.65,1.37,1.09,1.25,0.85,0.95,0.92,0.91,0.97,0.71,0.75,0.7,0.76,0.63,0.77,0.65,0.79,0.55,0.59,0.56,0.83,0.79,0.62,0.81,0.74,0.65,0.48,0.67,0.89,0.5,0.51,0.64,0.58,0.61,0.48,0.73,0.45,0.64,0.61,0.75,0.41,0.58,0.58,0.0,0.48,0.57,0.62,0.63,0.43,0.54,0.59,0.46,0.0,0.47,0.47,0.48,0.44,0.47,0.53,0.51,0.46,0.48,0.41,0.46,0.43,0.48,0.38,0.34,0.47,0.37,0.0,0.4,0.34,0.33,0.38,0.47,0.32,0.0,0.37,0.38,0.36,0.39,0.31,0.49,0.4,0.38,0.36,0.85,0.33,0.33,0.35,0.33,0.37,0.0,0.38,0.36,0.34,0.2,0.39,0.32,0.0,0.34,0.4,0.31,0.0,0.23,0.35,0.3,0.28,0.0,0.19,0.31,0.29,0.31,0.24,0.35,0.34,0.0,0.31,0.37,0.26,0.33,0.27,0.28,0.0,0.27,0.36,0.32,0.0,0.32,0.31,0.28,0.36,0.31,0.27,0.23,0.29,0.28,0.3,4.68,0.0,0.26,0.27,0.21,0.18,0.22,0.23,0.2,0.34,0.24,0.27,0.22,0.28,0.22,0.22,0.0,0.22,0.29,0.22,0.19,0.3,0.0,0.2,0.24,0.16,0.22,0.38,0.17,0.29,0.25,0.18,0.24,0.0,0.26,0.0,0.24,0.17,0.16,0.24,0.19,0.21,0.0,0.0,0.22,0.0,0.22,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.18,0.17,0.19,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.19,0.0,2.3,0.0,0.74,0.67,0.6,0.66,0.36,0.35,0.36,0.25,0.23,0.23,0.22,0.23,0.21,0.2,0.18,0.19,0.2,0.17,0.21,0.17,0.17,0.0,0.19,0.17,0.0,0.0,0.21,0.16,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.54000000000002
08/12/2021,1.65,1.38,0.0,1.26,0.84,0.92,0.93,0.9,0.96,0.72,0.75,0.7,0.76,0.63,0.76,0.65,0.78,0.56,0.0,0.55,0.83,0.0,0.62,0.81,0.74,0.65,0.49,0.66,0.0,0.0,0.51,0.64,0.57,0.6,0.49,0.74,0.0,0.63,0.6,0.74,0.43,0.58,0.57,0.0,0.47,0.57,0.59,0.63,0.43,0.54,0.58,0.45,0.0,0.46,0.48,0.46,0.44,0.46,0.53,0.51,0.46,0.47,0.44,0.46,0.45,0.48,0.38,0.34,0.46,0.37,0.0,0.39,0.34,0.34,0.38,0.48,0.32,0.0,0.0,0.0,0.36,0.39,0.31,0.48,0.4,0.38,0.36,0.84,0.31,0.33,0.0,0.33,0.37,0.15,0.38,0.36,0.34,0.21,0.39,0.32,0.0,0.34,0.4,0.31,0.0,0.25,0.0,0.3,0.28,0.0,0.19,0.32,0.29,0.31,0.25,0.34,0.34,0.0,0.32,0.37,0.27,0.35,0.27,0.28,0.0,0.0,0.36,0.31,0.0,0.31,0.31,0.0,0.0,0.0,0.27,0.23,0.29,0.28,0.3,4.69,0.0,0.26,0.27,0.21,0.18,0.22,0.23,0.2,0.34,0.23,0.27,0.22,0.28,0.22,0.22,0.0,0.23,0.3,0.22,0.0,0.3,0.0,0.21,0.24,0.16,0.22,0.38,0.17,0.0,0.25,0.18,0.24,0.14,0.25,0.15,0.23,0.17,0.16,0.24,0.19,0.21,0.0,0.15,0.22,0.0,0.22,0.0,0.18,0.0,0.14,0.0,0.0,0.15,0.18,0.16,0.19,0.15,0.0,0.15,0.0,8.76,0.22,0.14,0.19,0.0,2.29,0.0,0.73,0.67,0.61,0.65,0.36,0.35,0.36,0.26,0.0,0.22,0.22,0.24,0.21,0.2,0.18,0.19,0.2,0.17,0.21,0.17,0.17,0.0,0.19,0.0,0.14,0.16,0.21,0.0,0.15,0.15,0.0,0.15,0.15,0.14,0.14,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.81
08/13/2021,1.65,1.39,0.0,1.48,0.0,0.93,0.89,0.93,0.96,0.72,0.73,0.7,0.77,0.62,0.78,0.64,0.78,0.54,0.0,0.54,0.82,0.0,0.62,0.81,0.75,0.65,0.44,0.65,0.0,0.0,0.51,0.63,0.59,0.62,0.49,0.74,0.0,0.64,0.6,0.74,0.42,0.58,0.56,0.0,0.48,0.55,0.59,0.63,0.42,0.54,0.56,0.45,0.0,0.46,0.48,0.46,0.44,0.45,0.52,0.5,0.46,0.48,0.43,0.46,0.46,0.49,0.38,0.34,0.46,0.36,0.0,0.39,0.35,0.32,0.38,0.47,0.32,0.0,0.0,0.0,0.36,0.0,0.32,0.48,0.39,0.38,0.35,0.84,0.0,0.33,0.0,0.33,0.37,0.15,0.38,0.36,0.34,0.21,0.38,0.31,0.0,0.34,0.39,0.31,0.0,0.24,0.0,0.3,0.28,0.0,0.19,0.31,0.29,0.31,0.25,0.35,0.33,0.0,0.31,0.37,0.27,0.35,0.27,0.28,0.0,0.0,0.36,0.33,0.0,0.31,0.31,0.0,0.0,0.0,0.26,0.22,0.29,0.28,0.3,4.68,0.0,0.26,0.27,0.21,0.18,0.22,0.22,0.2,0.33,0.24,0.26,0.22,0.28,0.22,0.22,0.0,0.22,0.3,0.22,0.0,0.31,0.13,0.19,0.24,0.16,0.22,0.39,0.17,0.0,0.25,0.18,0.24,0.14,0.25,0.15,0.24,0.17,0.16,0.24,0.18,0.21,0.0,0.15,0.22,0.0,0.21,0.0,0.19,0.0,0.0,0.0,0.13,0.15,0.18,0.16,0.18,0.15,0.0,0.14,0.0,10.44,0.21,0.14,0.18,0.0,2.23,0.0,0.76,0.66,0.61,0.65,0.35,0.35,0.36,0.26,0.0,0.21,0.22,0.25,0.21,0.21,0.18,0.19,0.2,0.17,0.23,0.17,0.17,0.0,0.18,0.0,0.15,0.17,0.22,0.0,0.15,0.16,0.0,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.26
08/16/2021,1.24,1.42,0.0,1.07,0.0,0.7,0.72,0.77,0.75,0.73,0.61,0.58,0.62,0.52,0.79,0.54,0.63,0.43,0.0,0.45,0.83,0.0,0.63,0.81,0.73,0.5,0.44,0.49,0.0,0.0,0.51,0.39,0.6,0.64,0.49,0.6,0.0,0.66,0.52,0.74,0.34,0.47,0.46,0.0,0.47,0.42,0.44,0.54,0.35,0.46,0.45,0.45,0.0,0.45,0.39,0.37,0.37,0.44,0.42,0.42,0.37,0.48,0.35,0.47,0.51,0.37,0.38,0.34,0.38,0.29,0.0,0.39,0.34,0.26,0.32,0.47,0.27,0.0,0.0,0.0,0.3,0.0,0.26,0.37,0.29,0.31,0.36,0.43,0.0,0.27,0.0,0.27,0.31,0.15,0.32,0.28,0.28,0.21,0.29,0.24,0.0,0.34,0.34,0.31,0.0,0.22,0.0,0.3,0.28,0.0,0.19,0.24,0.29,0.31,0.19,0.35,0.26,0.0,0.26,0.3,0.28,0.23,0.18,0.28,0.0,0.0,0.36,0.34,0.0,0.25,0.31,0.0,0.0,0.0,0.21,0.15,0.28,0.28,0.22,13.28,0.0,0.27,0.27,0.17,0.18,0.22,0.18,0.2,0.33,0.24,0.21,0.23,0.28,0.17,0.17,0.13,0.17,0.3,0.18,0.0,0.31,0.0,0.14,0.24,0.13,0.22,0.31,0.14,0.0,0.25,0.18,0.17,0.12,0.25,0.15,0.23,0.17,0.13,0.23,0.14,0.14,0.12,0.16,0.22,0.0,0.17,0.0,0.0,0.0,0.0,0.13,0.0,0.16,0.14,0.0,0.13,0.15,0.0,0.15,0.12,14.3,0.28,0.14,0.19,0.0,1.12,0.0,0.41,0.66,0.61,0.55,0.36,0.35,0.28,0.18,0.0,0.15,0.22,0.17,0.21,0.21,0.15,0.16,0.2,0.17,0.19,0.17,0.14,0.0,0.18,0.0,0.0,0.13,0.22,0.0,0.0,0.16,0.0,0.14,0.15,0.13,0.14,0.0,0.14,0.13,0.14,0.13,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.42
08/17/2021,1.25,1.42,0.0,1.07,0.0,0.68,0.71,0.77,0.76,0.73,0.61,0.59,0.61,0.52,0.8,0.54,0.63,0.43,0.0,0.45,0.84,0.0,0.63,0.81,0.72,0.5,0.45,0.49,0.0,0.0,0.5,0.39,0.59,0.62,0.49,0.6,0.0,0.63,0.51,0.74,0.33,0.47,0.46,0.0,0.47,0.42,0.45,0.54,0.36,0.44,0.45,0.45,0.0,0.44,0.39,0.36,0.37,0.44,0.42,0.42,0.37,0.48,0.34,0.47,0.5,0.38,0.41,0.34,0.38,0.29,0.0,0.39,0.34,0.26,0.32,0.48,0.27,0.0,0.0,0.0,0.3,0.0,0.25,0.37,0.3,0.31,0.36,0.43,0.0,0.28,0.0,0.27,0.31,0.15,0.32,0.28,0.28,0.21,0.3,0.23,0.0,0.34,0.34,0.32,0.0,0.22,0.0,0.31,0.28,0.0,0.19,0.24,0.29,0.3,0.19,0.34,0.26,0.0,0.26,0.3,0.28,0.23,0.18,0.29,0.0,0.0,0.37,0.33,0.0,0.25,0.31,0.0,0.0,0.0,0.21,0.15,0.28,0.28,0.22,15.06,0.0,0.27,0.27,0.17,0.18,0.22,0.19,0.2,0.33,0.24,0.21,0.22,0.28,0.17,0.17,0.13,0.17,0.31,0.18,0.0,0.31,0.0,0.14,0.24,0.13,0.22,0.31,0.15,0.0,0.25,0.18,0.17,0.12,0.25,0.15,0.23,0.17,0.13,0.23,0.14,0.14,0.12,0.16,0.22,0.0,0.16,0.0,0.12,0.0,0.0,0.13,0.0,0.16,0.13,0.0,0.13,0.15,0.0,0.15,0.12,12.53,0.32,0.14,0.2,0.0,1.1,0.0,0.41,0.66,0.61,0.56,0.36,0.35,0.28,0.18,0.0,0.15,0.23,0.17,0.21,0.21,0.16,0.16,0.2,0.17,0.19,0.17,0.14,0.0,0.18,0.0,0.0,0.13,0.21,0.0,0.0,0.16,0.0,0.15,0.15,0.13,0.14,0.0,0.14,0.13,0.14,0.13,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.44
08/18/2021,1.25,1.42,0.0,1.07,0.0,0.68,0.71,0.77,0.76,0.73,0.61,0.59,0.61,0.52,0.8,0.54,0.63,0.43,0.0,0.45,0.84,0.0,0.63,0.81,0.72,0.5,0.45,0.49,0.0,0.0,0.5,0.39,0.59,0.62,0.49,0.6,0.0,0.63,0.51,0.74,0.33,0.47,0.46,0.0,0.47,0.42,0.45,0.54,0.36,0.44,0.45,0.45,0.0,0.44,0.39,0.36,0.37,0.44,0.42,0.42,0.37,0.48,0.34,0.47,0.5,0.38,0.41,0.34,0.38,0.29,0.0,0.39,0.34,0.26,0.32,0.48,0.27,0.0,0.0,0.0,0.3,0.0,0.25,0.37,0.3,0.31,0.36,0.43,0.0,0.28,0.0,0.27,0.31,0.15,0.32,0.28,0.28,0.21,0.3,0.23,0.0,0.34,0.34,0.32,0.0,0.22,0.0,0.31,0.28,0.0,0.19,0.24,0.29,0.3,0.19,0.34,0.26,0.0,0.26,0.3,0.28,0.23,0.18,0.29,0.0,0.0,0.37,0.33,0.0,0.25,0.31,0.0,0.0,0.0,0.21,0.15,0.28,0.28,0.22,15.06,0.0,0.27,0.27,0.17,0.18,0.22,0.19,0.2,0.33,0.24,0.21,0.22,0.28,0.17,0.17,0.13,0.17,0.31,0.18,0.0,0.31,0.0,0.14,0.24,0.13,0.22,0.31,0.15,0.0,0.25,0.18,0.17,0.12,0.25,0.15,0.23,0.17,0.13,0.23,0.14,0.14,0.12,0.16,0.22,0.0,0.16,0.0,0.12,0.0,0.0,0.13,0.0,0.16,0.13,0.0,0.13,0.15,0.0,0.15,0.12,12.53,0.32,0.14,0.2,0.0,1.1,0.0,0.41,0.66,0.61,0.56,0.36,0.35,0.28,0.18,0.0,0.15,0.23,0.17,0.21,0.21,0.16,0.16,0.2,0.17,0.19,0.17,0.14,0.0,0.18,0.0,0.0,0.13,0.21,0.0,0.0,0.16,0.0,0.15,0.15,0.13,0.14,0.0,0.14,0.13,0.14,0.13,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.44
08/19/2021,0.0,1.41,0.0,1.06,0.0,0.67,0.69,0.76,0.74,0.74,0.61,0.59,0.61,0.53,0.79,0.54,0.63,0.42,0.0,0.45,0.84,0.0,0.63,0.81,0.73,0.51,0.42,0.49,0.0,0.0,0.51,0.39,0.58,0.64,0.49,0.59,0.0,0.64,0.51,0.73,0.31,0.48,0.46,0.0,0.48,0.42,0.45,0.53,0.36,0.45,0.45,0.46,0.0,0.44,0.0,0.36,0.0,0.45,0.42,0.43,0.38,0.49,0.34,0.46,0.49,0.38,0.41,0.34,0.39,0.29,0.0,0.39,0.35,0.25,0.32,0.48,0.27,0.0,0.0,0.0,0.29,0.0,0.26,0.37,0.29,0.31,0.36,0.43,0.0,0.28,0.0,0.27,0.31,0.0,0.32,0.28,0.28,0.21,0.3,0.23,0.0,0.34,0.34,0.32,0.0,0.22,0.0,0.0,0.0,0.0,0.19,0.23,0.29,0.3,0.18,0.35,0.26,0.0,0.26,0.3,0.27,0.22,0.18,0.29,0.0,0.0,0.37,0.33,0.0,0.25,0.31,0.0,0.0,0.0,0.21,0.15,0.28,0.28,0.23,15.09,0.0,0.27,0.0,0.17,0.18,0.22,0.18,0.2,0.33,0.24,0.21,0.22,0.28,0.17,0.17,0.12,0.17,0.3,0.18,0.0,0.31,0.0,0.14,0.25,0.13,0.23,0.31,0.15,0.0,0.25,0.18,0.18,0.12,0.25,0.15,0.23,0.17,0.13,0.23,0.14,0.14,0.12,0.16,0.22,0.0,0.16,0.0,0.12,0.0,0.0,0.13,0.11,0.16,0.13,0.11,0.13,0.0,0.0,0.15,0.12,16.98,0.31,0.14,0.2,0.0,1.1,0.0,0.0,0.66,0.61,0.56,0.36,0.36,0.28,0.18,0.0,0.15,0.23,0.17,0.0,0.21,0.16,0.16,0.2,0.18,0.18,0.17,0.13,0.0,0.19,0.0,0.1,0.14,0.0,0.0,0.0,0.16,0.0,0.15,0.16,0.13,0.14,0.11,0.14,0.13,0.14,0.14,0.12,0.12,0.12,0.11,0.11,0.11,0.1,0.1,0.0,96.07999999999998
08/20/2021,0.0,1.39,0.0,1.07,0.0,0.67,0.69,0.75,0.74,0.73,0.62,0.6,0.61,0.53,0.79,0.52,0.63,0.42,0.0,0.46,0.85,0.0,0.62,0.82,0.72,0.5,0.43,0.51,0.0,0.0,0.51,0.39,0.58,0.63,0.48,0.6,0.0,0.62,0.52,0.73,0.31,0.47,0.45,0.0,0.48,0.42,0.45,0.53,0.36,0.44,0.45,0.46,0.0,0.43,0.0,0.35,0.0,0.46,0.41,0.44,0.37,0.47,0.33,0.47,0.49,0.38,0.42,0.34,0.39,0.3,0.0,0.39,0.35,0.24,0.32,0.48,0.26,0.0,0.0,0.0,0.29,0.0,0.26,0.37,0.29,0.31,0.35,0.42,0.0,0.28,0.0,0.26,0.32,0.0,0.32,0.28,0.28,0.21,0.3,0.23,0.0,0.34,0.34,0.32,0.0,0.23,0.0,0.0,0.0,0.0,0.18,0.23,0.29,0.3,0.19,0.34,0.26,0.0,0.27,0.29,0.28,0.22,0.18,0.29,0.0,0.0,0.37,0.32,0.0,0.25,0.32,0.0,0.0,0.0,0.21,0.15,0.29,0.28,0.22,27.67,0.0,0.27,0.0,0.17,0.17,0.22,0.18,0.2,0.33,0.23,0.21,0.21,0.29,0.17,0.17,0.11,0.17,0.3,0.18,0.0,0.3,0.0,0.14,0.25,0.13,0.23,0.3,0.15,0.0,0.24,0.17,0.18,0.12,0.26,0.15,0.23,0.17,0.13,0.23,0.14,0.14,0.12,0.16,0.23,0.0,0.16,0.0,0.12,0.0,0.0,0.13,0.11,0.16,0.13,0.11,0.13,0.0,0.0,0.14,0.12,4.58,0.31,0.14,0.21,0.0,1.1,0.0,0.0,0.65,0.6,0.56,0.37,0.36,0.27,0.18,0.0,0.15,0.23,0.17,0.0,0.2,0.16,0.16,0.2,0.18,0.18,0.17,0.13,0.0,0.19,0.0,0.1,0.14,0.0,0.0,0.0,0.16,0.0,0.15,0.16,0.14,0.14,0.1,0.14,0.13,0.14,0.14,0.12,0.12,0.12,0.11,0.11,0.1,0.1,0.1,0.0,96.07
08/23/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.89
08/24/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.89
08/25/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
