,BRK.B,JPM,DIS,BAC,JNJ,XOM,VZ,INTC,CSCO,PFE,T,CVX,WMT,UNH,WFC,PG,MDT,V,PM,HON,CMCSA,C,KO,MS,RTX,BA,GS,IBM,PEP,MMM,GE,AXP,CVS,SCHW,MA,MCD,MRK,HD,ANTM,FIS,PLD,MU,MDLZ,ABT,MO,GILD,ACN,NEE,TXN,COST,TJX,COP,CI,PNC,UNP,DUK,USB,CME,NKE,TFC,GM,LLY,CB,BDX,BMY,AMGN,COF,ORCL,SO,LIN,CAT,BSX,AVGO,AMT,D,ETN,DHR,HCA,BKNG,F,GPN,SBUX,NOC,ABBV,NXPI,LMT,EOG,JCI,UPS,MET,EXC,SYK,ADP,ROST,SLB,CNC,DLR,GD,AEP,SRE,SPG,TGT,DD,BAX,STZ,ALL,PRU,LOW,BK,PPG,AIG,PXD,PSX,MMC,NSC,IFF,MAR,BLK,TRV,SYY,MPC,DFS,CSX,ADI,WELL,KMI,ITW,XEL,HPQ,GIS,ZBH,AFL,WM,ISRG,WBA,EMR,ILMN,CCI,APD,CL,SWK,ADM,EL,CTVA,WMB,PEG,ATVI,PCAR,VLO,ICE,EQIX,LUV,KR,STT,EW,AMP,CBRE,WEC,WLTW,AVB,MCK,LEN,TMUS,PSA,EQR,DE,LH,KMB,DAL,HUM,ECL,NUE,ES,TEL,ZTS,ED,OKE,WY,ARE,O,OXY,SYF,KHC,LYB,VIAC,FDX,FITB,VFC,AON,DOW,IP,FTV,NTRS,RSG,BIIB,TT,KMX,TSN,DOV,HIG,ROP,USD,HLT,PPL,NEM,DLTR,XTSLA,MLM,DTE,SHW,ESS,MAA,MRNA,AEE,EIX,FISV,VTR,GE.,YUM,ETR,ANSGR.IS,HBAN,MSI,IR,DVN,n/a,HAL,PYPL,CRM,CHTR,PGR,DG,CARR,CTSH,SPGI,PH,EA,MTCH,AWK,AME,FCX,CMI,BLL,GLW,INFO,CERN,APTV,MCHP,CHD,EXPE,LHX,WTW,BKR,MKC,VRTX,QRVO,DPZ,ZION,KEY,SUM
11/02/2021,3.01,2.87,1.74,2.0,1.45,1.54,1.24,1.12,1.33,1.39,1.02,1.25,1.21,1.18,1.19,1.02,0.91,0.81,0.83,0.85,0.75,0.79,0.8,0.85,0.76,0.64,0.79,0.63,0.73,0.58,0.65,0.63,0.67,0.7,0.53,0.62,0.66,0.63,0.6,0.39,0.61,0.44,0.48,0.53,0.46,0.46,0.57,0.54,0.46,0.58,0.45,0.56,0.41,0.51,0.46,0.44,0.46,0.45,0.44,0.48,0.45,0.45,0.48,0.39,0.35,0.33,0.38,0.4,0.37,0.39,0.33,0.35,0.39,0.35,0.35,0.37,0.36,0.35,0.35,0.38,0.24,0.3,0.3,0.3,0.28,0.25,0.3,0.3,0.26,0.26,0.29,0.26,0.28,0.23,0.25,0.23,0.25,0.27,0.24,0.23,0.27,0.25,0.21,0.22,0.21,0.21,0.24,0.27,0.27,0.22,0.29,0.24,0.18,0.24,0.23,0.21,0.25,0.23,0.23,0.22,0.24,0.19,0.22,0.3,0.19,0.18,0.21,0.2,0.21,0.21,0.17,0.19,0.21,0.22,0.19,0.2,0.17,0.18,0.2,0.17,0.17,0.2,0.19,0.18,0.19,0.18,0.14,0.18,0.18,0.2,0.18,0.16,0.15,0.2,0.18,0.19,0.2,0.16,0.18,0.19,0.18,0.16,0.0,0.16,0.17,0.14,0.16,0.15,0.14,0.16,0.17,0.19,0.16,0.17,0.16,0.15,0.16,0.15,0.16,0.22,0.17,0.15,0.14,0.14,0.0,0.0,0.17,0.13,0.2,0.0,0.0,0.15,0.14,0.16,0.0,0.0,0.0,0.13,0.14,0.14,0.13,0.0,0.14,0.0,0.0,0.14,0.0,0.14,0.0,0.13,0.0,0.0,0.29,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.69
11/03/2021,3.01,2.87,1.74,2.0,1.45,1.54,1.24,1.12,1.33,1.39,1.02,1.25,1.21,1.18,1.19,1.02,0.91,0.81,0.83,0.85,0.75,0.79,0.8,0.85,0.76,0.64,0.79,0.63,0.73,0.58,0.65,0.63,0.67,0.7,0.53,0.62,0.66,0.63,0.6,0.39,0.61,0.44,0.48,0.53,0.46,0.46,0.57,0.54,0.46,0.58,0.45,0.56,0.41,0.51,0.46,0.44,0.46,0.45,0.44,0.48,0.45,0.45,0.48,0.39,0.35,0.33,0.38,0.4,0.37,0.39,0.33,0.35,0.39,0.35,0.35,0.37,0.36,0.35,0.35,0.38,0.24,0.3,0.3,0.3,0.28,0.25,0.3,0.3,0.26,0.26,0.29,0.26,0.28,0.23,0.25,0.23,0.25,0.27,0.24,0.23,0.27,0.25,0.21,0.22,0.21,0.21,0.24,0.27,0.27,0.22,0.29,0.24,0.18,0.24,0.23,0.21,0.25,0.23,0.23,0.22,0.24,0.19,0.22,0.3,0.19,0.18,0.21,0.2,0.21,0.21,0.17,0.19,0.21,0.22,0.19,0.2,0.17,0.18,0.2,0.17,0.17,0.2,0.19,0.18,0.19,0.18,0.14,0.18,0.18,0.2,0.18,0.16,0.15,0.2,0.18,0.19,0.2,0.16,0.18,0.19,0.18,0.16,0.0,0.16,0.17,0.14,0.16,0.15,0.14,0.16,0.17,0.19,0.16,0.17,0.16,0.15,0.16,0.15,0.16,0.22,0.17,0.15,0.14,0.14,0.0,0.0,0.17,0.13,0.2,0.0,0.0,0.15,0.14,0.16,0.0,0.0,0.0,0.13,0.14,0.14,0.13,0.0,0.14,0.0,0.0,0.14,0.0,0.14,0.0,0.13,0.0,0.0,0.29,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.69
11/04/2021,2.98,2.85,1.74,1.99,1.45,1.56,1.23,1.13,1.33,1.38,1.02,1.25,1.2,1.16,1.19,1.01,0.91,0.81,0.82,0.85,0.75,0.79,0.8,0.85,0.75,0.67,0.79,0.64,0.73,0.58,0.66,0.63,0.67,0.69,0.52,0.63,0.65,0.61,0.59,0.4,0.6,0.45,0.48,0.53,0.46,0.46,0.56,0.54,0.46,0.57,0.45,0.56,0.41,0.5,0.46,0.44,0.46,0.44,0.43,0.48,0.45,0.43,0.47,0.39,0.35,0.33,0.38,0.39,0.37,0.39,0.33,0.34,0.39,0.35,0.34,0.37,0.35,0.35,0.36,0.4,0.24,0.31,0.3,0.3,0.29,0.25,0.31,0.3,0.26,0.26,0.3,0.26,0.27,0.23,0.26,0.23,0.25,0.26,0.24,0.23,0.28,0.24,0.21,0.22,0.21,0.21,0.24,0.27,0.27,0.21,0.29,0.24,0.19,0.24,0.22,0.2,0.25,0.23,0.22,0.23,0.24,0.19,0.22,0.3,0.2,0.19,0.21,0.2,0.21,0.21,0.17,0.19,0.21,0.21,0.19,0.2,0.17,0.18,0.2,0.17,0.16,0.2,0.19,0.18,0.19,0.18,0.14,0.18,0.18,0.2,0.18,0.16,0.15,0.2,0.17,0.2,0.19,0.16,0.17,0.18,0.18,0.16,0.0,0.16,0.16,0.14,0.16,0.15,0.15,0.16,0.17,0.18,0.16,0.17,0.15,0.15,0.16,0.16,0.16,0.22,0.17,0.15,0.14,0.14,0.0,0.0,0.17,0.13,0.19,0.0,0.0,0.15,0.14,0.16,0.0,0.0,0.0,0.13,0.14,0.14,0.0,0.0,0.14,0.0,0.0,0.15,0.0,0.14,0.0,0.13,0.0,0.0,0.28,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.47
11/05/2021,2.99,2.86,1.73,1.99,1.47,1.54,1.22,1.13,1.36,1.43,1.01,1.23,1.2,1.15,1.18,1.02,0.91,0.79,0.82,0.86,0.76,0.78,0.79,0.86,0.74,0.66,0.8,0.63,0.73,0.59,0.66,0.62,0.67,0.69,0.51,0.63,0.66,0.61,0.57,0.38,0.61,0.45,0.48,0.52,0.46,0.46,0.57,0.54,0.46,0.58,0.46,0.55,0.41,0.5,0.46,0.44,0.46,0.44,0.43,0.48,0.45,0.45,0.47,0.39,0.35,0.34,0.38,0.4,0.37,0.4,0.34,0.34,0.39,0.35,0.34,0.38,0.36,0.34,0.35,0.4,0.22,0.31,0.3,0.3,0.29,0.24,0.3,0.3,0.26,0.26,0.3,0.26,0.28,0.23,0.26,0.23,0.25,0.26,0.24,0.23,0.29,0.25,0.23,0.23,0.21,0.21,0.24,0.27,0.27,0.22,0.29,0.24,0.19,0.24,0.22,0.2,0.25,0.23,0.22,0.22,0.23,0.19,0.22,0.31,0.19,0.19,0.21,0.2,0.21,0.21,0.17,0.19,0.21,0.22,0.19,0.2,0.17,0.18,0.2,0.17,0.17,0.2,0.19,0.18,0.19,0.18,0.14,0.18,0.17,0.2,0.18,0.16,0.15,0.2,0.18,0.2,0.19,0.16,0.17,0.18,0.19,0.15,0.0,0.16,0.16,0.14,0.15,0.15,0.14,0.16,0.17,0.18,0.16,0.17,0.15,0.15,0.16,0.15,0.16,0.22,0.17,0.15,0.14,0.14,0.0,0.0,0.17,0.0,0.18,0.0,0.0,0.16,0.14,0.16,0.0,0.0,0.13,0.14,0.14,0.14,0.0,0.0,0.14,0.0,0.0,0.15,0.0,0.14,0.0,0.13,0.0,0.13,0.29,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.55
11/08/2021,2.99,2.82,1.73,1.96,1.46,1.53,1.2,1.14,1.35,1.38,0.99,1.23,1.21,1.16,1.17,1.03,0.91,0.79,0.82,0.86,0.76,0.76,0.8,0.82,0.74,0.66,0.77,0.61,0.74,0.59,0.65,0.62,0.7,0.69,0.52,0.64,0.67,0.62,0.58,0.39,0.61,0.46,0.49,0.53,0.46,0.47,0.57,0.53,0.46,0.6,0.47,0.55,0.41,0.5,0.45,0.44,0.46,0.44,0.45,0.48,0.48,0.47,0.47,0.39,0.35,0.34,0.38,0.4,0.37,0.4,0.33,0.34,0.4,0.35,0.34,0.38,0.35,0.34,0.35,0.43,0.22,0.31,0.3,0.3,0.31,0.25,0.3,0.3,0.26,0.26,0.3,0.26,0.28,0.24,0.26,0.24,0.25,0.26,0.23,0.23,0.3,0.25,0.23,0.22,0.21,0.19,0.24,0.27,0.26,0.22,0.29,0.24,0.19,0.23,0.22,0.2,0.25,0.23,0.22,0.22,0.23,0.19,0.22,0.31,0.19,0.18,0.21,0.19,0.21,0.21,0.16,0.19,0.21,0.22,0.2,0.2,0.17,0.18,0.2,0.18,0.17,0.2,0.19,0.2,0.19,0.18,0.0,0.17,0.18,0.2,0.17,0.16,0.17,0.2,0.18,0.2,0.2,0.16,0.17,0.18,0.19,0.16,0.0,0.16,0.16,0.14,0.15,0.15,0.15,0.16,0.17,0.18,0.16,0.18,0.16,0.15,0.16,0.16,0.16,0.22,0.17,0.15,0.14,0.13,0.0,0.0,0.17,0.13,0.18,0.0,0.0,0.16,0.14,0.16,0.0,0.0,0.14,0.13,0.14,0.14,0.13,0.0,0.14,0.0,0.0,0.14,0.0,0.14,0.0,0.13,0.0,0.0,0.23,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.5
11/09/2021,2.97,2.79,1.77,1.93,1.43,1.53,1.2,1.15,1.34,1.51,1.0,1.23,1.19,1.15,1.15,1.02,0.92,0.81,0.82,0.87,0.77,0.75,0.8,0.81,0.76,0.69,0.76,0.62,0.74,0.59,0.66,0.63,0.69,0.68,0.54,0.63,0.6,0.61,0.57,0.39,0.6,0.46,0.48,0.5,0.46,0.46,0.57,0.53,0.47,0.59,0.48,0.56,0.41,0.49,0.45,0.43,0.46,0.44,0.45,0.48,0.47,0.46,0.47,0.39,0.35,0.34,0.38,0.39,0.37,0.4,0.33,0.34,0.41,0.34,0.34,0.38,0.33,0.34,0.37,0.42,0.22,0.32,0.3,0.3,0.31,0.25,0.31,0.3,0.25,0.26,0.3,0.26,0.28,0.24,0.26,0.24,0.24,0.26,0.24,0.23,0.31,0.24,0.23,0.22,0.21,0.19,0.24,0.27,0.26,0.21,0.28,0.23,0.19,0.23,0.21,0.2,0.25,0.23,0.22,0.23,0.23,0.19,0.21,0.31,0.2,0.18,0.21,0.19,0.21,0.21,0.16,0.19,0.21,0.22,0.2,0.2,0.17,0.17,0.21,0.18,0.17,0.2,0.2,0.19,0.19,0.18,0.0,0.17,0.18,0.2,0.16,0.17,0.16,0.19,0.18,0.19,0.2,0.16,0.17,0.18,0.19,0.16,0.0,0.16,0.16,0.14,0.15,0.15,0.16,0.16,0.17,0.18,0.16,0.18,0.15,0.15,0.16,0.16,0.16,0.22,0.17,0.16,0.14,0.14,0.0,0.0,0.17,0.13,0.17,0.0,0.0,0.16,0.14,0.16,0.0,0.13,0.14,0.13,0.14,0.14,0.0,0.0,0.15,0.0,0.0,0.14,0.0,0.14,0.0,0.13,0.0,0.0,0.19,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.35
11/10/2021,2.97,2.79,1.77,1.93,1.43,1.53,1.2,1.15,1.34,1.51,1.0,1.23,1.19,1.15,1.15,1.02,0.92,0.81,0.82,0.87,0.77,0.75,0.8,0.81,0.76,0.69,0.76,0.62,0.74,0.59,0.66,0.63,0.69,0.68,0.54,0.63,0.6,0.61,0.57,0.39,0.6,0.46,0.48,0.5,0.46,0.46,0.57,0.53,0.47,0.59,0.48,0.56,0.41,0.49,0.45,0.43,0.46,0.44,0.45,0.48,0.47,0.46,0.47,0.39,0.35,0.34,0.38,0.39,0.37,0.4,0.33,0.34,0.41,0.34,0.34,0.38,0.33,0.34,0.37,0.42,0.22,0.32,0.3,0.3,0.31,0.25,0.31,0.3,0.25,0.26,0.3,0.26,0.28,0.24,0.26,0.24,0.24,0.26,0.24,0.23,0.31,0.24,0.23,0.22,0.21,0.19,0.24,0.27,0.26,0.21,0.28,0.23,0.19,0.23,0.21,0.2,0.25,0.23,0.22,0.23,0.23,0.19,0.21,0.31,0.2,0.18,0.21,0.19,0.21,0.21,0.16,0.19,0.21,0.22,0.2,0.2,0.17,0.17,0.21,0.18,0.17,0.2,0.2,0.19,0.19,0.18,0.0,0.17,0.18,0.2,0.16,0.17,0.16,0.19,0.18,0.19,0.2,0.16,0.17,0.18,0.19,0.16,0.0,0.16,0.16,0.14,0.15,0.15,0.16,0.16,0.17,0.18,0.16,0.18,0.15,0.15,0.16,0.16,0.16,0.22,0.17,0.16,0.14,0.14,0.0,0.0,0.17,0.13,0.17,0.0,0.0,0.16,0.14,0.16,0.0,0.13,0.14,0.13,0.14,0.14,0.0,0.0,0.15,0.0,0.0,0.14,0.0,0.14,0.0,0.13,0.0,0.0,0.19,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.35
11/11/2021,2.97,2.8,1.78,1.95,1.43,1.54,1.2,1.16,1.33,1.5,0.99,1.24,1.18,1.16,1.16,1.02,0.92,0.83,0.8,0.87,0.76,0.77,0.79,0.81,0.76,0.68,0.76,0.62,0.72,0.58,0.66,0.64,0.69,0.68,0.54,0.63,0.6,0.61,0.58,0.39,0.61,0.47,0.48,0.51,0.46,0.46,0.57,0.53,0.46,0.58,0.47,0.56,0.41,0.49,0.45,0.43,0.46,0.44,0.44,0.48,0.48,0.45,0.47,0.39,0.35,0.33,0.39,0.39,0.37,0.41,0.34,0.34,0.41,0.34,0.34,0.38,0.34,0.34,0.37,0.44,0.22,0.32,0.3,0.3,0.31,0.25,0.31,0.3,0.25,0.26,0.29,0.26,0.28,0.23,0.27,0.24,0.24,0.26,0.23,0.22,0.31,0.24,0.23,0.22,0.21,0.19,0.24,0.27,0.26,0.21,0.28,0.23,0.19,0.24,0.22,0.2,0.26,0.23,0.22,0.23,0.23,0.19,0.21,0.31,0.2,0.18,0.21,0.19,0.21,0.21,0.16,0.19,0.21,0.22,0.2,0.19,0.16,0.17,0.21,0.18,0.17,0.2,0.2,0.19,0.19,0.17,0.0,0.17,0.18,0.2,0.16,0.17,0.16,0.2,0.18,0.19,0.2,0.16,0.17,0.18,0.19,0.16,0.0,0.16,0.16,0.14,0.15,0.15,0.16,0.16,0.17,0.19,0.16,0.18,0.15,0.15,0.16,0.16,0.16,0.22,0.17,0.16,0.14,0.14,0.0,0.0,0.17,0.13,0.18,0.0,0.0,0.16,0.14,0.16,0.0,0.0,0.14,0.13,0.14,0.14,0.0,0.0,0.15,0.0,0.0,0.14,0.13,0.15,0.0,0.13,0.0,0.0,0.2,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.42999999999999
11/12/2021,2.95,2.79,1.77,1.93,1.43,1.56,1.2,1.15,1.35,1.47,0.98,1.25,1.19,1.17,1.14,1.02,0.91,0.8,0.81,0.87,0.77,0.77,0.79,0.81,0.76,0.68,0.76,0.6,0.73,0.58,0.68,0.64,0.68,0.67,0.53,0.63,0.61,0.61,0.58,0.4,0.61,0.47,0.48,0.51,0.46,0.46,0.57,0.53,0.46,0.59,0.47,0.56,0.41,0.49,0.45,0.44,0.45,0.44,0.45,0.48,0.47,0.45,0.47,0.39,0.35,0.33,0.39,0.39,0.37,0.41,0.34,0.34,0.41,0.35,0.34,0.39,0.34,0.34,0.37,0.44,0.22,0.31,0.3,0.3,0.31,0.25,0.31,0.3,0.25,0.26,0.29,0.26,0.28,0.24,0.27,0.24,0.25,0.26,0.23,0.22,0.31,0.24,0.24,0.22,0.21,0.19,0.23,0.27,0.26,0.21,0.28,0.24,0.19,0.24,0.22,0.21,0.25,0.23,0.22,0.23,0.24,0.19,0.21,0.31,0.2,0.18,0.21,0.19,0.21,0.21,0.16,0.19,0.21,0.22,0.2,0.19,0.16,0.17,0.21,0.18,0.17,0.2,0.2,0.2,0.19,0.17,0.0,0.17,0.18,0.19,0.17,0.17,0.16,0.19,0.18,0.19,0.2,0.16,0.17,0.19,0.19,0.16,0.0,0.16,0.16,0.14,0.15,0.15,0.16,0.15,0.17,0.18,0.16,0.18,0.16,0.15,0.16,0.16,0.16,0.22,0.17,0.16,0.14,0.14,0.0,0.0,0.17,0.14,0.18,0.0,0.0,0.16,0.14,0.16,0.0,0.13,0.14,0.0,0.14,0.14,0.0,0.0,0.14,0.0,0.0,0.14,0.13,0.15,0.0,0.14,0.0,0.0,0.19,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.41999999999999
11/15/2021,2.94,2.79,1.64,1.96,1.44,1.52,1.21,1.14,1.33,1.57,0.99,1.23,1.18,1.16,1.16,1.03,0.9,0.79,0.83,0.85,0.77,0.78,0.8,0.81,0.75,0.67,0.76,0.6,0.73,0.58,0.66,0.65,0.69,0.68,0.55,0.63,0.62,0.61,0.59,0.41,0.61,0.47,0.49,0.52,0.46,0.47,0.57,0.53,0.46,0.59,0.46,0.54,0.41,0.49,0.45,0.43,0.46,0.45,0.43,0.47,0.5,0.45,0.47,0.39,0.35,0.33,0.39,0.39,0.37,0.41,0.34,0.33,0.41,0.34,0.34,0.38,0.35,0.34,0.35,0.43,0.21,0.31,0.3,0.3,0.31,0.25,0.31,0.3,0.26,0.26,0.3,0.25,0.28,0.23,0.26,0.24,0.24,0.26,0.23,0.22,0.3,0.24,0.24,0.22,0.21,0.19,0.24,0.27,0.27,0.21,0.28,0.23,0.19,0.24,0.21,0.21,0.24,0.23,0.22,0.22,0.23,0.2,0.21,0.31,0.2,0.18,0.21,0.19,0.21,0.21,0.15,0.19,0.21,0.21,0.2,0.19,0.16,0.17,0.21,0.18,0.17,0.21,0.2,0.2,0.2,0.18,0.0,0.17,0.18,0.19,0.16,0.16,0.16,0.2,0.17,0.19,0.2,0.16,0.17,0.19,0.19,0.16,0.0,0.16,0.16,0.14,0.15,0.16,0.16,0.15,0.17,0.19,0.16,0.19,0.15,0.15,0.16,0.15,0.16,0.22,0.16,0.16,0.14,0.14,0.0,0.0,0.17,0.14,0.18,0.0,0.0,0.16,0.14,0.16,0.0,0.13,0.14,0.14,0.14,0.14,0.0,0.0,0.14,0.0,0.0,0.15,0.0,0.14,0.0,0.14,0.0,0.0,0.19,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.29999999999998
11/16/2021,2.94,2.79,1.64,1.96,1.44,1.52,1.21,1.14,1.33,1.57,0.99,1.23,1.18,1.16,1.16,1.03,0.9,0.79,0.83,0.85,0.77,0.78,0.8,0.81,0.75,0.67,0.76,0.6,0.73,0.58,0.66,0.65,0.69,0.68,0.55,0.63,0.62,0.61,0.59,0.41,0.61,0.47,0.49,0.52,0.46,0.47,0.57,0.53,0.46,0.59,0.46,0.54,0.41,0.49,0.45,0.43,0.46,0.45,0.43,0.47,0.5,0.45,0.47,0.39,0.35,0.33,0.39,0.39,0.37,0.41,0.34,0.33,0.41,0.34,0.34,0.38,0.35,0.34,0.35,0.43,0.21,0.31,0.3,0.3,0.31,0.25,0.31,0.3,0.26,0.26,0.3,0.25,0.28,0.23,0.26,0.24,0.24,0.26,0.23,0.22,0.3,0.24,0.24,0.22,0.21,0.19,0.24,0.27,0.27,0.21,0.28,0.23,0.19,0.24,0.21,0.21,0.24,0.23,0.22,0.22,0.23,0.2,0.21,0.31,0.2,0.18,0.21,0.19,0.21,0.21,0.15,0.19,0.21,0.21,0.2,0.19,0.16,0.17,0.21,0.18,0.17,0.21,0.2,0.2,0.2,0.18,0.0,0.17,0.18,0.19,0.16,0.16,0.16,0.2,0.17,0.19,0.2,0.16,0.17,0.19,0.19,0.16,0.0,0.16,0.16,0.14,0.15,0.16,0.16,0.15,0.17,0.19,0.16,0.19,0.15,0.15,0.16,0.15,0.16,0.22,0.16,0.16,0.14,0.14,0.0,0.0,0.17,0.14,0.18,0.0,0.0,0.16,0.14,0.16,0.0,0.13,0.14,0.14,0.14,0.14,0.0,0.0,0.14,0.0,0.0,0.15,0.0,0.14,0.0,0.14,0.0,0.0,0.19,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.29999999999998
11/17/2021,2.95,2.78,1.62,1.93,1.45,1.5,1.21,1.14,1.33,1.55,0.99,1.23,1.18,1.16,1.17,1.03,0.89,0.8,0.82,0.86,0.76,0.78,0.8,0.81,0.75,0.68,0.76,0.6,0.73,0.59,0.66,0.65,0.69,0.69,0.56,0.63,0.62,0.62,0.59,0.4,0.61,0.49,0.49,0.52,0.46,0.47,0.58,0.54,0.46,0.6,0.46,0.54,0.41,0.48,0.46,0.43,0.45,0.45,0.43,0.47,0.51,0.45,0.47,0.39,0.35,0.33,0.39,0.39,0.37,0.41,0.34,0.33,0.41,0.34,0.34,0.38,0.34,0.34,0.35,0.43,0.22,0.31,0.3,0.3,0.3,0.25,0.31,0.31,0.26,0.26,0.3,0.25,0.28,0.23,0.25,0.25,0.25,0.26,0.23,0.22,0.3,0.24,0.23,0.22,0.21,0.19,0.24,0.27,0.27,0.21,0.28,0.23,0.19,0.24,0.21,0.21,0.24,0.23,0.22,0.22,0.23,0.2,0.21,0.32,0.2,0.18,0.21,0.19,0.21,0.21,0.15,0.2,0.21,0.21,0.2,0.19,0.16,0.17,0.21,0.18,0.18,0.21,0.2,0.2,0.19,0.17,0.0,0.17,0.17,0.19,0.16,0.16,0.16,0.2,0.17,0.2,0.2,0.16,0.17,0.19,0.19,0.17,0.0,0.16,0.16,0.14,0.16,0.16,0.15,0.15,0.18,0.18,0.16,0.19,0.15,0.15,0.16,0.15,0.16,0.22,0.16,0.16,0.14,0.14,0.0,0.0,0.17,0.14,0.18,0.0,0.0,0.16,0.15,0.16,0.0,0.14,0.13,0.0,0.14,0.14,0.0,0.15,0.14,0.0,0.0,0.15,0.0,0.15,0.0,0.14,0.0,0.0,0.19,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.35999999999999
